5.468450000000000000e+04,1.037388337138529237e-01
5.468750000000000000e+04,8.648535770492503383e-02
5.469050000000000000e+04,8.501404613221165418e-02
5.469350000000000000e+04,7.672695950119651220e-02
5.469650000000000000e+04,9.136123835261704407e-02
5.469950000000000000e+04,2.349884060580244849e-01
5.470250000000000000e+04,1.333385922573232796e-01
5.470550000000000000e+04,1.113808501213100072e-01
5.470850000000000000e+04,7.463741787878927503e-02
5.471150000000000000e+04,7.816348908555147135e-02
5.471450000000000000e+04,8.476040372119002242e-02
5.471750000000000000e+04,5.795008308028115618e-02
5.472350000000000000e+04,8.910806052358176410e-02
5.472650000000000000e+04,4.850243872405453349e-02
5.472950000000000000e+04,4.397761138545548676e-02
5.473250000000000000e+04,8.694116061975956655e-02
5.473850000000000000e+04,3.052238835328646011e-02
5.474150000000000000e+04,4.267476965727552696e-02
5.474450000000000000e+04,4.437934401488417141e-02
5.474750000000000000e+04,4.950121790618248335e-02
5.475050000000000000e+04,5.644105755208809333e-02
5.475350000000000000e+04,7.814504025270592458e-02
5.475950000000000000e+04,7.531972555121067836e-02
5.476250000000000000e+04,3.659669705024806013e-02
5.476550000000000000e+04,1.172028322712483639e-01
5.476850000000000000e+04,3.310609568055157825e-01
5.477450000000000000e+04,6.654027696645985201e-02
5.478650000000000000e+04,8.890790454124485043e-02
5.478950000000000000e+04,5.345130814578107764e-02
5.479250000000000000e+04,5.387767923085675509e-02
5.479550000000000000e+04,4.492075656138111439e-02
5.480450000000000000e+04,1.190502276518418945e-01
5.481050000000000000e+04,1.534468161617640325e-01
5.481650000000000000e+04,1.059654836629029956e-01
5.482850000000000000e+04,5.066935443160486968e-02
5.483150000000000000e+04,7.209041345098571307e-02
5.483450000000000000e+04,1.067988277784926859e-01
5.483750000000000000e+04,1.945664949824582046e-01
5.484350000000000000e+04,9.619054767056699207e-02
5.484650000000000000e+04,1.089984402411704745e-01
5.484950000000000000e+04,2.912988899028048917e-01
5.485250000000000000e+04,1.799425263256158591e-01
5.485550000000000000e+04,2.080082211193614306e-01
5.485850000000000000e+04,1.602659609658958761e-01
5.486150000000000000e+04,1.656687554651996297e-01
5.486450000000000000e+04,7.153106603425392340e-02
5.486750000000000000e+04,6.984202873505804265e-02
5.487050000000000000e+04,1.416168578249914767e-01
5.487350000000000000e+04,1.876779378759246553e-01
5.487650000000000000e+04,3.795354504049158195e-01
5.487950000000000000e+04,9.866531111206698623e-02
5.488250000000000000e+04,1.438033438438605094e-01
5.488550000000000000e+04,2.686037222668848368e-01
5.488850000000000000e+04,3.029733916470041533e-01
5.489150000000000000e+04,1.423403483416350868e-01
5.489450000000000000e+04,1.167997740458018470e-02
5.489750000000000000e+04,5.743760913430526888e-02
5.490050000000000000e+04,1.731582084491049833e-01
5.491850000000000000e+04,1.410441204779059321e-01
5.492150000000000000e+04,1.884813054813727351e-01
5.492450000000000000e+04,1.236779735392328355e-01
5.492750000000000000e+04,6.629803589530575136e-02
5.493050000000000000e+04,1.569822035958045869e-01
5.493350000000000000e+04,9.858253541559908184e-02
5.493650000000000000e+04,7.557061350339830397e-02
5.493950000000000000e+04,1.885401820723416402e-02
5.494550000000000000e+04,1.688703856859540553e-01
5.495150000000000000e+04,4.351505504254992579e-02
5.495750000000000000e+04,2.419583920757032436e-01
5.496950000000000000e+04,5.943963821164385819e-02
5.497250000000000000e+04,5.249457009087991899e-02
5.497550000000000000e+04,5.303363095426098101e-02
5.498450000000000000e+04,8.966630824420802892e-02
5.499350000000000000e+04,7.515259878592561726e-02
5.499650000000000000e+04,2.134787484485970166e-01
5.499950000000000000e+04,1.395356933957965784e-01
5.500250000000000000e+04,1.125376829324467448e-01
5.500550000000000000e+04,3.517493669335480799e-01
5.500850000000000000e+04,5.897081978172449140e-02
5.501150000000000000e+04,9.658504460713147888e-02
