5.252780377000011504e+04,1.795908390470595961e+01
5.252787323000002652e+04,1.790766221517147727e+01
5.252885484999977052e+04,1.725518243260102125e+01
5.254383265999983996e+04,2.134849227588219378e+01
5.254483713999995962e+04,2.433704842494200449e+01
5.254983075000019744e+04,2.062532226461784290e+01
5.255477925000013784e+04,2.008770008851269750e+01
5.256682653999980539e+04,1.599503976447973663e+01
5.256979869000008330e+04,1.890840991361492840e+01
5.257680421999981627e+04,1.946405687272053342e+01
5.257690615000016987e+04,1.948436391118852740e+01
5.258986494000023231e+04,1.962478792834151875e+01
5.262681131999986246e+04,1.477537280352171578e+01
5.263881937000015751e+04,1.413571761789456005e+01
5.264175718999980018e+04,1.573115133404116150e+01
5.275098370000021532e+04,1.030501775592337488e+01
5.276395075999991968e+04,9.068603234709916805e+00
5.286886212999979034e+04,1.294230827647079707e+01
5.288088053999980912e+04,9.385862670072235403e+00
5.288290492000011727e+04,9.931833811751742402e+00
5.288387390000000596e+04,1.112891693966651907e+01
5.288688976000016555e+04,9.325203638404062190e+00
5.289184207999985665e+04,9.282585940970086824e+00
5.289289568000007421e+04,1.068046071383853857e+01
5.289585169999999925e+04,1.022209612735240292e+01
5.290282273000013083e+04,9.479184720556764532e+00
5.290680071000009775e+04,1.312685643900048582e+01
5.291781154000014067e+04,1.184105333253475401e+01
5.292682351000001654e+04,1.392007153725845825e+01
5.292788308000005782e+04,1.424174730721285442e+01
5.292897452999977395e+04,1.298229921232939255e+01
5.293077290000021458e+04,1.345332767867497026e+01
5.293174678000016138e+04,1.105805302693275394e+01
5.293585412999987602e+04,1.027700289332779704e+01
5.293877863000007346e+04,9.810064356768503302e+00
5.294684954999992624e+04,1.183474999924343329e+01
5.295090764999995008e+04,1.132487645035975454e+01
5.295171201999997720e+04,1.083319027857275785e+01
5.295483729999978095e+04,1.484519134009418728e+01
5.295571121999993920e+04,1.263398827039138084e+01
5.295986742000002414e+04,1.800194153907125383e+01
5.296082655999995768e+04,1.919814694716405512e+01
5.296183226000005379e+04,1.732614804545013953e+01
5.297979716000007465e+04,1.157907663136649568e+01
5.298177148000011221e+04,9.737369305793645680e+00
5.300672915000002831e+04,1.423443219065461562e+01
