# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.124369	0.002895
-190.000000	5.000000	-0.066591	0.003559
-180.000000	5.000000	-0.085726	0.005352
-170.000000	5.000000	-0.105734	0.006291
-160.000000	5.000000	-0.102539	0.008295
-150.000000	5.000000	-0.002564	0.007756
-140.000000	5.000000	0.087333	0.006838
-130.000000	5.000000	-0.020533	0.008515
-120.000000	5.000000	0.153424	0.009190
-110.000000	5.000000	0.055914	0.015209
-100.000000	5.000000	0.034035	0.013677
-90.000000	5.000000	-0.040959	0.006120
-80.000000	5.000000	-0.009379	0.005987
-70.000000	5.000000	0.286354	0.011399
-60.000000	5.000000	0.125285	0.025622
-50.000000	5.000000	0.000043	0.006256
-40.000000	5.000000	-0.000861	0.006339
-30.000000	5.000000	-0.000208	0.010357
-20.000000	5.000000	-0.013563	0.007357
-10.000000	5.000000	0.251911	0.012619
0.000000	5.000000	0.168992	0.034962
10.000000	5.000000	0.482481	0.013450
20.000000	5.000000	0.579850	0.014699
30.000000	5.000000	0.439719	0.016358
40.000000	5.000000	0.439398	0.007940
50.000000	5.000000	0.372311	0.016625
60.000000	5.000000	0.314575	0.011447
70.000000	5.000000	0.472339	0.017105
80.000000	5.000000	0.451302	0.021919
90.000000	5.000000	0.405233	0.019771
100.000000	5.000000	0.274967	0.011906
110.000000	5.000000	0.290181	0.011836
120.000000	5.000000	0.231773	0.014507
130.000000	5.000000	-0.053048	0.004696
140.000000	5.000000	-0.036025	0.004453
150.000000	5.000000	-0.088856	0.002352
160.000000	5.000000	-0.113763	0.004108
170.000000	5.000000	-0.168441	0.003211
180.000000	5.000000	-0.098850	0.004135
190.000000	5.000000	-0.050702	0.004561
200.000000	5.000000	-0.076080	0.004652
