# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.034020	0.006752
-190.000000	5.000000	0.064884	0.006609
-180.000000	5.000000	0.100989	0.008671
-170.000000	5.000000	0.116143	0.009965
-160.000000	5.000000	0.079551	0.007348
-150.000000	5.000000	0.073693	0.012033
-140.000000	5.000000	0.101634	0.009712
-130.000000	5.000000	0.074022	0.009039
-120.000000	5.000000	0.073433	0.008336
-110.000000	5.000000	0.072008	0.008619
-100.000000	5.000000	0.016271	0.008572
-90.000000	5.000000	0.011149	0.009782
-80.000000	5.000000	-0.053542	0.007050
-70.000000	5.000000	-0.074379	0.008451
-60.000000	5.000000	-0.068291	0.004247
-50.000000	5.000000	-0.060228	0.009498
-40.000000	5.000000	-0.151448	0.007120
-30.000000	5.000000	-0.088085	0.008596
-20.000000	5.000000	-0.047796	0.010987
-10.000000	5.000000	-0.101715	0.009307
0.000000	5.000000	-0.154778	0.008598
10.000000	5.000000	-0.182094	0.008783
20.000000	5.000000	-0.100572	0.008529
30.000000	5.000000	-0.097372	0.011592
40.000000	5.000000	-0.091602	0.008812
50.000000	5.000000	-0.085421	0.006723
60.000000	5.000000	-0.000171	0.008112
70.000000	5.000000	0.019794	0.008292
80.000000	5.000000	0.023753	0.009695
90.000000	5.000000	0.029606	0.009137
100.000000	5.000000	0.048252	0.005442
110.000000	5.000000	0.055808	0.007033
120.000000	5.000000	0.085163	0.008671
130.000000	5.000000	0.081797	0.007471
140.000000	5.000000	0.129679	0.007264
150.000000	5.000000	0.067560	0.007186
160.000000	5.000000	0.073210	0.005915
170.000000	5.000000	0.088239	0.008557
180.000000	5.000000	0.026256	0.010846
190.000000	5.000000	-0.036217	0.009442
200.000000	5.000000	-0.028415	0.006219
