# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.312226	0.014970
-190.000000	5.000000	0.306154	0.015852
-180.000000	5.000000	0.050709	0.012019
-170.000000	5.000000	0.081940	0.010658
-160.000000	5.000000	0.223836	0.020726
-150.000000	5.000000	0.255393	0.009888
-140.000000	5.000000	0.100571	0.011288
-130.000000	5.000000	0.093041	0.010560
-120.000000	5.000000	0.215424	0.014555
-110.000000	5.000000	0.085747	0.015157
-100.000000	5.000000	0.039443	0.009271
-90.000000	5.000000	0.081810	0.011933
-80.000000	5.000000	0.110988	0.010360
-70.000000	5.000000	0.245511	0.011351
-60.000000	5.000000	0.147452	0.008876
-50.000000	5.000000	0.077863	0.009742
-40.000000	5.000000	0.257227	0.015904
-30.000000	5.000000	0.033005	0.010570
-20.000000	5.000000	-0.105835	0.011441
-10.000000	5.000000	-0.063448	0.007358
0.000000	5.000000	-0.095251	0.007574
10.000000	5.000000	-0.122022	0.007034
20.000000	5.000000	-0.178944	0.005601
30.000000	5.000000	-0.192609	0.013589
40.000000	5.000000	-0.205461	0.007554
50.000000	5.000000	-0.216250	0.008688
60.000000	5.000000	-0.230454	0.007868
70.000000	5.000000	-0.256006	0.005019
80.000000	5.000000	-0.129278	0.010036
90.000000	5.000000	-0.096533	0.011334
100.000000	5.000000	-0.028650	0.008446
110.000000	5.000000	0.023356	0.011595
120.000000	5.000000	-0.025625	0.008594
130.000000	5.000000	0.035615	0.009177
140.000000	5.000000	0.061745	0.018553
150.000000	5.000000	0.121020	0.007585
160.000000	5.000000	0.066156	0.007306
170.000000	5.000000	0.072793	0.008132
180.000000	5.000000	0.204013	0.018836
190.000000	5.000000	0.233305	0.045775
200.000000	5.000000	0.061811	0.014281
