# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.054547	0.009489
-190.000000	5.000000	-0.060458	0.007850
-180.000000	5.000000	-0.081770	0.006042
-170.000000	5.000000	-0.093836	0.004829
-160.000000	5.000000	-0.151489	0.005978
-150.000000	5.000000	-0.176995	0.006173
-140.000000	5.000000	-0.200622	0.005899
-130.000000	5.000000	-0.135728	0.010639
-120.000000	5.000000	-0.138769	0.011042
-110.000000	5.000000	-0.160857	0.009414
-100.000000	5.000000	-0.162117	0.009295
-90.000000	5.000000	-0.062855	0.009259
-80.000000	5.000000	-0.085471	0.010761
-70.000000	5.000000	-0.147094	0.008732
-60.000000	5.000000	-0.164929	0.010361
-50.000000	5.000000	-0.098151	0.014820
-40.000000	5.000000	-0.021867	0.011446
-30.000000	5.000000	-0.011133	0.013350
-20.000000	5.000000	0.005087	0.014198
-10.000000	5.000000	0.060813	0.015255
0.000000	5.000000	-0.000623	0.011387
10.000000	5.000000	-0.063792	0.013902
20.000000	5.000000	-0.120157	0.010096
30.000000	5.000000	-0.093566	0.013207
40.000000	5.000000	-0.096916	0.013462
50.000000	5.000000	0.037175	0.013344
60.000000	5.000000	0.132343	0.015483
70.000000	5.000000	0.165534	0.011727
80.000000	5.000000	0.094855	0.010007
90.000000	5.000000	-0.057836	0.011462
100.000000	5.000000	-0.083121	0.010408
110.000000	5.000000	0.070824	0.010024
120.000000	5.000000	-0.001939	0.008297
130.000000	5.000000	-0.036867	0.011626
140.000000	5.000000	-0.040434	0.010743
150.000000	5.000000	0.039319	0.010164
160.000000	5.000000	0.030013	0.009638
170.000000	5.000000	-0.010736	0.010154
180.000000	5.000000	0.085711	0.010117
190.000000	5.000000	0.254930	0.013087
200.000000	5.000000	0.334948	0.023606
