# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.513845	0.015365
-190.000000	5.000000	-0.492372	0.015740
-180.000000	5.000000	-0.495759	0.017976
-170.000000	5.000000	-0.469797	0.011163
-160.000000	5.000000	-0.491143	0.011305
-150.000000	5.000000	-0.512259	0.017779
-140.000000	5.000000	-0.443965	0.011681
-130.000000	5.000000	-0.310229	0.013219
-120.000000	5.000000	-0.207345	0.011171
-110.000000	5.000000	-0.155276	0.007914
-100.000000	5.000000	-0.187703	0.010670
-90.000000	5.000000	-0.312391	0.007881
-80.000000	5.000000	-0.456553	0.009714
-70.000000	5.000000	-0.522764	0.011435
-60.000000	5.000000	-0.552666	0.011387
-50.000000	5.000000	-0.509836	0.011111
-40.000000	5.000000	-0.463501	0.010165
-30.000000	5.000000	-0.526283	0.013538
-20.000000	5.000000	-0.567801	0.012566
-10.000000	5.000000	-0.549307	0.012397
0.000000	5.000000	-0.537526	0.012676
10.000000	5.000000	-0.563965	0.008899
20.000000	5.000000	-0.492277	0.010606
30.000000	5.000000	-0.437237	0.009786
40.000000	5.000000	-0.458274	0.011917
50.000000	5.000000	-0.483316	0.011924
60.000000	5.000000	-0.439053	0.012331
70.000000	5.000000	-0.378181	0.011961
80.000000	5.000000	-0.386744	0.012855
90.000000	5.000000	-0.428070	0.011988
100.000000	5.000000	-0.441098	0.017549
110.000000	5.000000	-0.391250	0.014638
120.000000	5.000000	-0.515935	0.016497
130.000000	5.000000	-0.535261	0.018468
140.000000	5.000000	-0.535240	0.018624
150.000000	5.000000	-0.565919	0.020275
160.000000	5.000000	-0.638992	0.015296
170.000000	5.000000	-0.623625	0.013548
180.000000	5.000000	-0.612977	0.011588
190.000000	5.000000	-0.607740	0.012168
200.000000	5.000000	-0.504705	0.010870
