# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.158800	0.009796
-190.000000	5.000000	0.227923	0.009709
-180.000000	5.000000	0.190968	0.010229
-170.000000	5.000000	0.137054	0.010169
-160.000000	5.000000	0.151654	0.010882
-150.000000	5.000000	0.167165	0.016578
-140.000000	5.000000	0.179682	0.011063
-130.000000	5.000000	0.139446	0.015608
-120.000000	5.000000	0.123970	0.013575
-110.000000	5.000000	0.200827	0.011396
-100.000000	5.000000	0.093770	0.015255
-90.000000	5.000000	0.025064	0.011459
-80.000000	5.000000	-0.000225	0.011504
-70.000000	5.000000	-0.089068	0.008497
-60.000000	5.000000	-0.117442	0.010546
-50.000000	5.000000	-0.169663	0.006697
-40.000000	5.000000	-0.191978	0.007329
-30.000000	5.000000	-0.214273	0.010371
-20.000000	5.000000	-0.209840	0.010701
-10.000000	5.000000	-0.207276	0.009594
0.000000	5.000000	-0.218075	0.005358
10.000000	5.000000	-0.187394	0.008435
20.000000	5.000000	-0.187071	0.009241
30.000000	5.000000	-0.165225	0.008240
40.000000	5.000000	-0.204585	0.006065
50.000000	5.000000	-0.171261	0.009122
60.000000	5.000000	-0.172662	0.008910
70.000000	5.000000	-0.124845	0.010785
80.000000	5.000000	-0.107679	0.009682
90.000000	5.000000	-0.140930	0.010398
100.000000	5.000000	0.015453	0.015286
110.000000	5.000000	0.123787	0.012168
120.000000	5.000000	0.003725	0.016216
130.000000	5.000000	-0.077706	0.009079
140.000000	5.000000	0.050016	0.013791
150.000000	5.000000	-0.001665	0.012537
160.000000	5.000000	-0.090795	0.013567
170.000000	5.000000	-0.110244	0.013465
180.000000	5.000000	-0.063438	0.016614
190.000000	5.000000	-0.184996	0.009565
200.000000	5.000000	-0.293658	0.008270
