# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.269877	0.010391
-190.000000	5.000000	0.151843	0.009653
-180.000000	5.000000	0.132345	0.008443
-170.000000	5.000000	0.102289	0.011846
-160.000000	5.000000	0.024579	0.008348
-150.000000	5.000000	0.051475	0.007147
-140.000000	5.000000	0.020588	0.007980
-130.000000	5.000000	0.043198	0.008876
-120.000000	5.000000	0.053749	0.010663
-110.000000	5.000000	0.038884	0.007242
-100.000000	5.000000	-0.099374	0.010010
-90.000000	5.000000	-0.118780	0.010434
-80.000000	5.000000	-0.171923	0.009645
-70.000000	5.000000	-0.273536	0.011284
-60.000000	5.000000	-0.223662	0.008772
-50.000000	5.000000	-0.227083	0.009627
-40.000000	5.000000	-0.253865	0.012510
-30.000000	5.000000	-0.257591	0.005233
-20.000000	5.000000	-0.243273	0.008762
-10.000000	5.000000	-0.220854	0.008501
0.000000	5.000000	-0.319150	0.010167
10.000000	5.000000	-0.314974	0.013460
20.000000	5.000000	-0.327927	0.012760
30.000000	5.000000	-0.309576	0.013382
40.000000	5.000000	-0.336270	0.009476
50.000000	5.000000	-0.320847	0.008793
60.000000	5.000000	-0.203234	0.009213
70.000000	5.000000	-0.226656	0.011832
80.000000	5.000000	-0.245725	0.011847
90.000000	5.000000	-0.267223	0.014669
100.000000	5.000000	-0.237289	0.014647
110.000000	5.000000	-0.193454	0.011805
120.000000	5.000000	-0.130131	0.013110
130.000000	5.000000	0.021108	0.016924
140.000000	5.000000	0.031799	0.011835
150.000000	5.000000	0.065313	0.012440
160.000000	5.000000	0.098657	0.016137
170.000000	5.000000	0.113422	0.012179
180.000000	5.000000	0.152505	0.013083
190.000000	5.000000	0.206696	0.017480
200.000000	5.000000	0.253193	0.015682
