# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.171655	0.007635
-190.000000	5.000000	-0.245855	0.008113
-180.000000	5.000000	-0.237936	0.010574
-170.000000	5.000000	-0.294728	0.008533
-160.000000	5.000000	-0.199217	0.007733
-150.000000	5.000000	-0.171979	0.009134
-140.000000	5.000000	-0.146169	0.007935
-130.000000	5.000000	-0.110121	0.006102
-120.000000	5.000000	-0.023104	0.008290
-110.000000	5.000000	-0.026735	0.007420
-100.000000	5.000000	-0.073655	0.009010
-90.000000	5.000000	-0.074133	0.007454
-80.000000	5.000000	-0.152650	0.006584
-70.000000	5.000000	-0.207394	0.009191
-60.000000	5.000000	-0.184324	0.008958
-50.000000	5.000000	-0.137600	0.005359
-40.000000	5.000000	-0.106145	0.008973
-30.000000	5.000000	-0.118974	0.006927
-20.000000	5.000000	-0.241957	0.007089
-10.000000	5.000000	-0.284403	0.010921
0.000000	5.000000	-0.296871	0.007727
10.000000	5.000000	-0.268580	0.008520
20.000000	5.000000	-0.244901	0.005901
30.000000	5.000000	-0.163586	0.007567
40.000000	5.000000	-0.186290	0.007303
50.000000	5.000000	-0.141621	0.009520
60.000000	5.000000	-0.197194	0.007916
70.000000	5.000000	-0.152645	0.006498
80.000000	5.000000	-0.160352	0.010816
90.000000	5.000000	-0.112219	0.011894
100.000000	5.000000	-0.167164	0.012431
110.000000	5.000000	-0.080608	0.008662
120.000000	5.000000	-0.104728	0.006505
130.000000	5.000000	-0.064064	0.011715
140.000000	5.000000	-0.096520	0.011287
150.000000	5.000000	-0.163093	0.012808
160.000000	5.000000	-0.156914	0.010608
170.000000	5.000000	-0.072511	0.012213
180.000000	5.000000	-0.063119	0.011367
190.000000	5.000000	-0.127730	0.008045
200.000000	5.000000	-0.110459	0.011287
