# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.012723	0.007796
-190.000000	5.000000	-0.003710	0.012225
-180.000000	5.000000	0.005997	0.011990
-170.000000	5.000000	0.033444	0.011752
-160.000000	5.000000	0.047496	0.010424
-150.000000	5.000000	0.039218	0.011573
-140.000000	5.000000	0.119369	0.013143
-130.000000	5.000000	0.056839	0.009291
-120.000000	5.000000	0.061699	0.006254
-110.000000	5.000000	0.078816	0.009958
-100.000000	5.000000	-0.035945	0.007663
-90.000000	5.000000	-0.059197	0.009459
-80.000000	5.000000	-0.030769	0.006664
-70.000000	5.000000	-0.059967	0.008288
-60.000000	5.000000	-0.053164	0.009181
-50.000000	5.000000	-0.002464	0.014546
-40.000000	5.000000	0.080483	0.006439
-30.000000	5.000000	0.080799	0.011966
-20.000000	5.000000	0.077885	0.008951
-10.000000	5.000000	0.056105	0.012998
0.000000	5.000000	0.037850	0.016220
10.000000	5.000000	0.072681	0.008914
20.000000	5.000000	0.114304	0.013016
30.000000	5.000000	0.193303	0.014635
40.000000	5.000000	0.295750	0.014750
50.000000	5.000000	0.159122	0.010346
60.000000	5.000000	0.101287	0.010556
70.000000	5.000000	0.130539	0.009996
80.000000	5.000000	0.069035	0.010127
90.000000	5.000000	0.105354	0.010886
100.000000	5.000000	0.134897	0.010958
110.000000	5.000000	0.162136	0.013863
120.000000	5.000000	0.120904	0.016297
130.000000	5.000000	0.019035	0.009853
140.000000	5.000000	0.100049	0.010464
150.000000	5.000000	0.136604	0.009289
160.000000	5.000000	0.147878	0.011792
170.000000	5.000000	0.209964	0.007330
180.000000	5.000000	0.190947	0.014195
190.000000	5.000000	0.181256	0.018116
200.000000	5.000000	0.209537	0.021069
