# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.075958	0.009459
-190.000000	5.000000	-0.005171	0.010004
-180.000000	5.000000	0.026047	0.011044
-170.000000	5.000000	0.042243	0.012344
-160.000000	5.000000	0.018251	0.009887
-150.000000	5.000000	-0.040632	0.009331
-140.000000	5.000000	-0.151867	0.007814
-130.000000	5.000000	-0.106088	0.011139
-120.000000	5.000000	-0.177435	0.011220
-110.000000	5.000000	-0.146292	0.006198
-100.000000	5.000000	-0.172412	0.010865
-90.000000	5.000000	-0.071579	0.015616
-80.000000	5.000000	-0.081108	0.010879
-70.000000	5.000000	-0.127191	0.010489
-60.000000	5.000000	-0.113813	0.013519
-50.000000	5.000000	-0.109550	0.010745
-40.000000	5.000000	-0.157781	0.004775
-30.000000	5.000000	-0.200070	0.008779
-20.000000	5.000000	-0.279008	0.009347
-10.000000	5.000000	-0.277231	0.009237
0.000000	5.000000	-0.235051	0.008626
10.000000	5.000000	-0.288097	0.011843
20.000000	5.000000	-0.276689	0.008499
30.000000	5.000000	-0.240394	0.011105
40.000000	5.000000	-0.229888	0.007529
50.000000	5.000000	-0.194292	0.010935
60.000000	5.000000	-0.276856	0.014655
70.000000	5.000000	-0.182782	0.011523
80.000000	5.000000	-0.283048	0.012472
90.000000	5.000000	-0.357578	0.017997
100.000000	5.000000	-0.394380	0.012223
110.000000	5.000000	-0.408000	0.012884
120.000000	5.000000	-0.321473	0.012848
130.000000	5.000000	-0.312459	0.014248
140.000000	5.000000	-0.252853	0.013203
150.000000	5.000000	-0.171181	0.010918
160.000000	5.000000	-0.192614	0.008787
170.000000	5.000000	-0.234046	0.011920
180.000000	5.000000	-0.299856	0.011055
190.000000	5.000000	-0.381479	0.009863
200.000000	5.000000	-0.364852	0.014189
