# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.155082	0.008858
-190.000000	5.000000	-0.171574	0.008217
-180.000000	5.000000	-0.142483	0.008726
-170.000000	5.000000	-0.116424	0.006019
-160.000000	5.000000	-0.075838	0.004728
-150.000000	5.000000	-0.108498	0.007263
-140.000000	5.000000	-0.068812	0.004973
-130.000000	5.000000	-0.072634	0.006458
-120.000000	5.000000	-0.064155	0.005411
-110.000000	5.000000	-0.022866	0.004624
-100.000000	5.000000	0.019057	0.006381
-90.000000	5.000000	0.021184	0.007449
-80.000000	5.000000	0.132564	0.008533
-70.000000	5.000000	0.212038	0.010848
-60.000000	5.000000	0.197136	0.010227
-50.000000	5.000000	0.085598	0.008745
-40.000000	5.000000	0.058363	0.012619
-30.000000	5.000000	0.008322	0.006765
-20.000000	5.000000	-0.007403	0.008163
-10.000000	5.000000	-0.058945	0.007619
0.000000	5.000000	-0.129287	0.005874
10.000000	5.000000	-0.099534	0.004487
20.000000	5.000000	-0.057351	0.006690
30.000000	5.000000	-0.013369	0.007894
40.000000	5.000000	0.029499	0.011500
50.000000	5.000000	0.032049	0.012915
60.000000	5.000000	0.085201	0.008337
70.000000	5.000000	0.147188	0.008856
80.000000	5.000000	0.041179	0.011784
90.000000	5.000000	-0.020620	0.013515
100.000000	5.000000	-0.034827	0.010068
110.000000	5.000000	-0.018508	0.013214
120.000000	5.000000	-0.102757	0.007604
130.000000	5.000000	-0.148130	0.009839
140.000000	5.000000	-0.154496	0.009291
150.000000	5.000000	-0.147577	0.006938
160.000000	5.000000	-0.165768	0.008436
170.000000	5.000000	-0.138747	0.012158
180.000000	5.000000	-0.092673	0.008279
190.000000	5.000000	-0.120522	0.012318
200.000000	5.000000	-0.057161	0.012376
