# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.253826	0.005934
-190.000000	5.000000	0.196546	0.008030
-180.000000	5.000000	0.177718	0.006190
-170.000000	5.000000	0.139218	0.008293
-160.000000	5.000000	0.117407	0.008162
-150.000000	5.000000	0.081443	0.006640
-140.000000	5.000000	0.040182	0.004448
-130.000000	5.000000	-0.000378	0.004887
-120.000000	5.000000	-0.034256	0.006269
-110.000000	5.000000	-0.059265	0.007219
-100.000000	5.000000	-0.054374	0.007197
-90.000000	5.000000	-0.005166	0.007930
-80.000000	5.000000	0.007618	0.006423
-70.000000	5.000000	0.005389	0.008767
-60.000000	5.000000	-0.000202	0.009199
-50.000000	5.000000	0.016041	0.009137
-40.000000	5.000000	-0.011137	0.009642
-30.000000	5.000000	-0.047702	0.009001
-20.000000	5.000000	-0.113425	0.007842
-10.000000	5.000000	-0.185444	0.009474
0.000000	5.000000	-0.229102	0.010528
10.000000	5.000000	-0.211419	0.008448
20.000000	5.000000	-0.229610	0.008213
30.000000	5.000000	-0.288186	0.008104
40.000000	5.000000	-0.226432	0.007075
50.000000	5.000000	-0.159486	0.008388
60.000000	5.000000	-0.124117	0.007938
70.000000	5.000000	-0.204012	0.009086
80.000000	5.000000	-0.178839	0.007754
90.000000	5.000000	-0.139453	0.010351
100.000000	5.000000	-0.121129	0.006869
110.000000	5.000000	-0.159782	0.005364
120.000000	5.000000	-0.207866	0.006999
130.000000	5.000000	-0.161757	0.006516
140.000000	5.000000	-0.095401	0.007474
150.000000	5.000000	-0.087187	0.007231
160.000000	5.000000	-0.094453	0.006074
170.000000	5.000000	-0.039491	0.008317
180.000000	5.000000	-0.060914	0.006939
190.000000	5.000000	-0.053085	0.005580
200.000000	5.000000	-0.060355	0.005137
