# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.075143	0.014450
-190.000000	5.000000	-0.044133	0.012105
-180.000000	5.000000	-0.187713	0.010839
-170.000000	5.000000	-0.148621	0.010563
-160.000000	5.000000	-0.050717	0.016450
-150.000000	5.000000	-0.007125	0.014454
-140.000000	5.000000	0.078879	0.013150
-130.000000	5.000000	0.106387	0.014759
-120.000000	5.000000	0.055499	0.010554
-110.000000	5.000000	0.144278	0.015732
-100.000000	5.000000	0.174702	0.014350
-90.000000	5.000000	0.153811	0.011483
-80.000000	5.000000	0.096287	0.010601
-70.000000	5.000000	0.000169	0.011800
-60.000000	5.000000	0.096839	0.012517
-50.000000	5.000000	0.176217	0.012820
-40.000000	5.000000	0.230599	0.013447
-30.000000	5.000000	0.180856	0.017234
-20.000000	5.000000	-0.054085	0.015323
-10.000000	5.000000	-0.106092	0.014655
0.000000	5.000000	-0.051224	0.013591
10.000000	5.000000	-0.049410	0.011906
20.000000	5.000000	0.013177	0.017100
30.000000	5.000000	-0.005152	0.015909
40.000000	5.000000	0.095553	0.017069
50.000000	5.000000	0.070405	0.013337
60.000000	5.000000	0.048654	0.013410
70.000000	5.000000	-0.017704	0.018748
80.000000	5.000000	0.009927	0.020502
90.000000	5.000000	0.030621	0.013895
100.000000	5.000000	0.018713	0.018068
110.000000	5.000000	0.087280	0.011811
120.000000	5.000000	0.125055	0.011284
130.000000	5.000000	0.241033	0.014589
140.000000	5.000000	0.161770	0.011912
150.000000	5.000000	0.093462	0.011383
160.000000	5.000000	0.052082	0.010701
170.000000	5.000000	-0.032716	0.013120
180.000000	5.000000	-0.121851	0.011154
190.000000	5.000000	-0.071511	0.010455
200.000000	5.000000	-0.230213	0.012794
