# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.127945	0.007320
-190.000000	5.000000	-0.202151	0.009290
-180.000000	5.000000	-0.174206	0.007890
-170.000000	5.000000	-0.164015	0.009888
-160.000000	5.000000	-0.189454	0.009574
-150.000000	5.000000	-0.113899	0.010753
-140.000000	5.000000	-0.192434	0.008529
-130.000000	5.000000	-0.178379	0.010472
-120.000000	5.000000	-0.235226	0.012109
-110.000000	5.000000	-0.290706	0.012520
-100.000000	5.000000	-0.263739	0.008702
-90.000000	5.000000	-0.257893	0.007377
-80.000000	5.000000	-0.223575	0.007852
-70.000000	5.000000	-0.148042	0.007020
-60.000000	5.000000	-0.103083	0.007701
-50.000000	5.000000	-0.043082	0.007578
-40.000000	5.000000	-0.099058	0.004560
-30.000000	5.000000	-0.048967	0.008706
-20.000000	5.000000	-0.015187	0.008557
-10.000000	5.000000	-0.069731	0.008921
0.000000	5.000000	-0.020912	0.008852
10.000000	5.000000	0.065786	0.008563
20.000000	5.000000	0.083114	0.011219
30.000000	5.000000	0.079166	0.015070
40.000000	5.000000	0.054567	0.011733
50.000000	5.000000	0.104959	0.011559
60.000000	5.000000	0.126276	0.009702
70.000000	5.000000	0.082263	0.012941
80.000000	5.000000	0.159428	0.014015
90.000000	5.000000	0.239720	0.010798
100.000000	5.000000	0.244264	0.014014
110.000000	5.000000	0.286274	0.015931
120.000000	5.000000	0.401026	0.010809
130.000000	5.000000	0.156037	0.010371
140.000000	5.000000	0.169226	0.012353
150.000000	5.000000	0.182493	0.013034
160.000000	5.000000	0.144420	0.009840
170.000000	5.000000	0.188431	0.015053
180.000000	5.000000	0.267330	0.015489
190.000000	5.000000	0.177862	0.015064
200.000000	5.000000	0.100314	0.016761
