# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.091723	0.009967
-190.000000	5.000000	0.188791	0.012400
-180.000000	5.000000	0.087401	0.010873
-170.000000	5.000000	0.028557	0.009793
-160.000000	5.000000	0.042642	0.005851
-150.000000	5.000000	0.041484	0.011480
-140.000000	5.000000	0.017370	0.006529
-130.000000	5.000000	-0.038947	0.005430
-120.000000	5.000000	-0.060402	0.006688
-110.000000	5.000000	-0.051031	0.010196
-100.000000	5.000000	0.000037	0.012045
-90.000000	5.000000	0.007866	0.011310
-80.000000	5.000000	-0.063165	0.005982
-70.000000	5.000000	-0.078559	0.007394
-60.000000	5.000000	0.050158	0.008163
-50.000000	5.000000	0.132279	0.008522
-40.000000	5.000000	0.055284	0.005064
-30.000000	5.000000	0.008718	0.005815
-20.000000	5.000000	-0.018645	0.010329
-10.000000	5.000000	-0.088123	0.010379
0.000000	5.000000	-0.050122	0.015349
10.000000	5.000000	-0.079554	0.010070
20.000000	5.000000	-0.041802	0.013486
30.000000	5.000000	0.062764	0.014411
40.000000	5.000000	0.047098	0.013269
50.000000	5.000000	0.095248	0.015415
60.000000	5.000000	0.082284	0.015239
70.000000	5.000000	0.148584	0.013456
80.000000	5.000000	0.181692	0.012281
90.000000	5.000000	0.231921	0.013716
100.000000	5.000000	0.180449	0.010114
110.000000	5.000000	0.225187	0.014142
120.000000	5.000000	0.153241	0.005994
130.000000	5.000000	0.098599	0.008001
140.000000	5.000000	-0.054512	0.006069
150.000000	5.000000	-0.083939	0.005522
160.000000	5.000000	-0.090928	0.006604
170.000000	5.000000	0.014455	0.005247
180.000000	5.000000	-0.073205	0.004740
190.000000	5.000000	-0.043942	0.008902
200.000000	5.000000	-0.032406	0.004922
