# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.007931	0.007857
-190.000000	5.000000	0.046066	0.005773
-180.000000	5.000000	0.130611	0.010845
-170.000000	5.000000	0.124815	0.009018
-160.000000	5.000000	0.043860	0.011799
-150.000000	5.000000	0.015722	0.010117
-140.000000	5.000000	0.071682	0.009087
-130.000000	5.000000	0.122816	0.011259
-120.000000	5.000000	0.032816	0.008736
-110.000000	5.000000	-0.056053	0.011875
-100.000000	5.000000	-0.049951	0.011878
-90.000000	5.000000	-0.086985	0.010719
-80.000000	5.000000	-0.044455	0.011104
-70.000000	5.000000	0.145122	0.013838
-60.000000	5.000000	0.062320	0.013713
-50.000000	5.000000	0.031779	0.009766
-40.000000	5.000000	0.033794	0.010347
-30.000000	5.000000	0.053931	0.008107
-20.000000	5.000000	0.046273	0.012233
-10.000000	5.000000	0.086135	0.010880
0.000000	5.000000	0.135616	0.009927
10.000000	5.000000	0.108870	0.008196
20.000000	5.000000	0.133835	0.010630
30.000000	5.000000	0.139565	0.008113
40.000000	5.000000	0.147684	0.010120
50.000000	5.000000	0.071840	0.010249
60.000000	5.000000	0.045298	0.009621
70.000000	5.000000	0.114772	0.009642
80.000000	5.000000	0.127246	0.011164
90.000000	5.000000	0.086268	0.010319
100.000000	5.000000	0.104629	0.009469
110.000000	5.000000	0.177486	0.013740
120.000000	5.000000	0.242809	0.016097
130.000000	5.000000	0.242988	0.014510
140.000000	5.000000	0.280319	0.020471
150.000000	5.000000	0.245746	0.010383
160.000000	5.000000	0.198573	0.016534
170.000000	5.000000	0.168016	0.014815
180.000000	5.000000	0.229690	0.016116
190.000000	5.000000	0.306420	0.019948
200.000000	5.000000	0.235067	0.008713
