# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.479223	0.012758
-190.000000	5.000000	0.564383	0.013857
-180.000000	5.000000	0.274887	0.031061
-170.000000	5.000000	0.233356	0.014892
-160.000000	5.000000	0.135674	0.019225
-150.000000	5.000000	0.209786	0.024170
-140.000000	5.000000	0.278052	0.024062
-130.000000	5.000000	0.513094	0.017145
-120.000000	5.000000	0.444369	0.015966
-110.000000	5.000000	0.513024	0.019736
-100.000000	5.000000	0.250149	0.039008
-90.000000	5.000000	0.081885	0.015785
-80.000000	5.000000	0.072972	0.015830
-70.000000	5.000000	0.063552	0.011396
-60.000000	5.000000	0.087946	0.010723
-50.000000	5.000000	0.080434	0.010506
-40.000000	5.000000	0.089510	0.017593
-30.000000	5.000000	0.098902	0.020378
-20.000000	5.000000	0.031714	0.009095
-10.000000	5.000000	0.034280	0.010341
0.000000	5.000000	0.031836	0.010316
10.000000	5.000000	0.111931	0.019313
20.000000	5.000000	0.056221	0.013622
30.000000	5.000000	0.168644	0.021654
40.000000	5.000000	0.065032	0.013946
50.000000	5.000000	0.448553	0.019008
60.000000	5.000000	0.329174	0.019382
70.000000	5.000000	0.291580	0.019320
80.000000	5.000000	0.115714	0.029512
90.000000	5.000000	0.442568	0.021011
100.000000	5.000000	0.532542	0.023885
110.000000	5.000000	0.529388	0.011605
120.000000	5.000000	0.558528	0.016220
130.000000	5.000000	0.480203	0.016769
140.000000	5.000000	0.449734	0.019031
150.000000	5.000000	0.546930	0.024407
160.000000	5.000000	0.592222	0.017192
170.000000	5.000000	0.675703	0.019210
180.000000	5.000000	0.262592	0.059992
190.000000	5.000000	0.117541	0.010394
200.000000	5.000000	0.093960	0.006668
