# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.169051	0.003925
-190.000000	5.000000	-0.198436	0.004558
-180.000000	5.000000	-0.205248	0.007437
-170.000000	5.000000	-0.225840	0.006610
-160.000000	5.000000	-0.180956	0.005516
-150.000000	5.000000	-0.188021	0.006834
-140.000000	5.000000	-0.190396	0.006284
-130.000000	5.000000	-0.160171	0.004536
-120.000000	5.000000	-0.149485	0.005241
-110.000000	5.000000	-0.137237	0.005601
-100.000000	5.000000	-0.134366	0.006033
-90.000000	5.000000	-0.181366	0.003853
-80.000000	5.000000	-0.230868	0.005313
-70.000000	5.000000	-0.238924	0.009811
-60.000000	5.000000	-0.274580	0.007679
-50.000000	5.000000	-0.221010	0.007826
-40.000000	5.000000	-0.247262	0.008738
-30.000000	5.000000	-0.234488	0.007653
-20.000000	5.000000	-0.181323	0.007214
-10.000000	5.000000	-0.173917	0.006149
0.000000	5.000000	-0.241024	0.008554
10.000000	5.000000	-0.286463	0.008767
20.000000	5.000000	-0.196107	0.007198
30.000000	5.000000	-0.128275	0.012637
40.000000	5.000000	-0.118926	0.012608
50.000000	5.000000	-0.011413	0.009143
60.000000	5.000000	-0.002625	0.008623
70.000000	5.000000	0.029322	0.005579
80.000000	5.000000	0.068879	0.006516
90.000000	5.000000	0.137768	0.010673
100.000000	5.000000	0.173327	0.007765
110.000000	5.000000	0.235869	0.010898
120.000000	5.000000	0.304081	0.011444
130.000000	5.000000	0.379865	0.012737
140.000000	5.000000	0.312676	0.012919
150.000000	5.000000	0.358438	0.012105
160.000000	5.000000	0.434982	0.009240
170.000000	5.000000	0.383854	0.010351
180.000000	5.000000	0.343347	0.013196
190.000000	5.000000	0.309297	0.010507
200.000000	5.000000	0.331717	0.010440
