# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.129072	0.013927
-190.000000	5.000000	-0.145144	0.014472
-180.000000	5.000000	-0.245667	0.012803
-170.000000	5.000000	-0.275548	0.004762
-160.000000	5.000000	-0.220762	0.005712
-150.000000	5.000000	-0.178938	0.006157
-140.000000	5.000000	-0.142447	0.004614
-130.000000	5.000000	-0.051886	0.005303
-120.000000	5.000000	-0.088287	0.007430
-110.000000	5.000000	-0.134573	0.004494
-100.000000	5.000000	-0.138221	0.008228
-90.000000	5.000000	-0.087171	0.005621
-80.000000	5.000000	-0.074423	0.007608
-70.000000	5.000000	0.046802	0.008884
-60.000000	5.000000	-0.007214	0.006538
-50.000000	5.000000	-0.068711	0.011903
-40.000000	5.000000	-0.168980	0.006924
-30.000000	5.000000	-0.153699	0.006530
-20.000000	5.000000	-0.046967	0.008502
-10.000000	5.000000	-0.002103	0.009298
0.000000	5.000000	-0.020142	0.008381
10.000000	5.000000	0.011462	0.009847
20.000000	5.000000	-0.012852	0.013979
30.000000	5.000000	-0.004917	0.007388
40.000000	5.000000	-0.005848	0.009160
50.000000	5.000000	0.082407	0.010201
60.000000	5.000000	0.156379	0.010585
70.000000	5.000000	0.106025	0.012521
80.000000	5.000000	0.020985	0.010442
90.000000	5.000000	-0.016915	0.008722
100.000000	5.000000	0.071997	0.011818
110.000000	5.000000	0.133003	0.012358
120.000000	5.000000	0.253170	0.016387
130.000000	5.000000	0.247892	0.010634
140.000000	5.000000	0.267457	0.013357
150.000000	5.000000	0.426886	0.011057
160.000000	5.000000	0.456782	0.019673
170.000000	5.000000	0.548251	0.015185
180.000000	5.000000	0.602330	0.014304
190.000000	5.000000	0.550626	0.024503
200.000000	5.000000	0.616963	0.013441
