# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.192465	0.009921
-190.000000	5.000000	0.133566	0.007021
-180.000000	5.000000	0.090806	0.010199
-170.000000	5.000000	-0.002789	0.009609
-160.000000	5.000000	0.072800	0.008247
-150.000000	5.000000	0.185008	0.011599
-140.000000	5.000000	0.151098	0.010827
-130.000000	5.000000	0.010209	0.008345
-120.000000	5.000000	0.078162	0.010186
-110.000000	5.000000	0.050472	0.009735
-100.000000	5.000000	0.084825	0.009947
-90.000000	5.000000	0.096273	0.007916
-80.000000	5.000000	-0.010181	0.005196
-70.000000	5.000000	-0.001083	0.008884
-60.000000	5.000000	0.035282	0.010439
-50.000000	5.000000	0.011724	0.009702
-40.000000	5.000000	-0.049419	0.009869
-30.000000	5.000000	-0.003886	0.012323
-20.000000	5.000000	0.109656	0.008720
-10.000000	5.000000	0.127960	0.013985
0.000000	5.000000	0.149038	0.010555
10.000000	5.000000	0.056949	0.010561
20.000000	5.000000	-0.035935	0.010205
30.000000	5.000000	0.006402	0.010017
40.000000	5.000000	-0.035267	0.012443
50.000000	5.000000	-0.097940	0.010892
60.000000	5.000000	-0.217443	0.010024
70.000000	5.000000	-0.166345	0.009158
80.000000	5.000000	-0.047619	0.010197
90.000000	5.000000	-0.180702	0.010329
100.000000	5.000000	-0.248166	0.010791
110.000000	5.000000	-0.095512	0.012074
120.000000	5.000000	-0.034768	0.010885
130.000000	5.000000	0.013671	0.012798
140.000000	5.000000	0.111302	0.010960
150.000000	5.000000	0.019422	0.011475
160.000000	5.000000	0.097233	0.012130
170.000000	5.000000	0.026784	0.018671
180.000000	5.000000	-0.116494	0.011730
190.000000	5.000000	-0.057842	0.018315
200.000000	5.000000	0.011804	0.011813
