# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.352312	0.008636
-190.000000	5.000000	-0.342977	0.011423
-180.000000	5.000000	-0.362887	0.007281
-170.000000	5.000000	-0.319014	0.010281
-160.000000	5.000000	-0.237397	0.006552
-150.000000	5.000000	-0.233026	0.009013
-140.000000	5.000000	-0.293001	0.009128
-130.000000	5.000000	-0.368265	0.006922
-120.000000	5.000000	-0.330757	0.007021
-110.000000	5.000000	-0.393037	0.007749
-100.000000	5.000000	-0.408368	0.007913
-90.000000	5.000000	-0.408292	0.009094
-80.000000	5.000000	-0.343014	0.007575
-70.000000	5.000000	-0.345800	0.010754
-60.000000	5.000000	-0.330047	0.007329
-50.000000	5.000000	-0.276510	0.008586
-40.000000	5.000000	-0.225199	0.010431
-30.000000	5.000000	-0.119120	0.009200
-20.000000	5.000000	-0.041426	0.007991
-10.000000	5.000000	-0.061239	0.011123
0.000000	5.000000	-0.193884	0.012319
10.000000	5.000000	-0.184840	0.013876
20.000000	5.000000	-0.224863	0.013076
30.000000	5.000000	-0.195673	0.014061
40.000000	5.000000	-0.170683	0.012196
50.000000	5.000000	-0.223102	0.010162
60.000000	5.000000	-0.142652	0.009815
70.000000	5.000000	-0.137537	0.008971
80.000000	5.000000	-0.118486	0.015008
90.000000	5.000000	-0.141595	0.015112
100.000000	5.000000	-0.127603	0.015603
110.000000	5.000000	-0.093133	0.015249
120.000000	5.000000	-0.104626	0.014151
130.000000	5.000000	-0.112211	0.010798
140.000000	5.000000	-0.106774	0.014538
150.000000	5.000000	-0.135338	0.013574
160.000000	5.000000	-0.123133	0.013020
170.000000	5.000000	-0.133840	0.013471
180.000000	5.000000	-0.088202	0.014032
190.000000	5.000000	-0.119141	0.014024
200.000000	5.000000	-0.113655	0.013602
