# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.130486	0.009449
-190.000000	5.000000	0.062861	0.009565
-180.000000	5.000000	0.066243	0.010752
-170.000000	5.000000	0.164401	0.008627
-160.000000	5.000000	0.110038	0.008350
-150.000000	5.000000	0.183705	0.010108
-140.000000	5.000000	0.256418	0.007584
-130.000000	5.000000	0.190279	0.010341
-120.000000	5.000000	0.238301	0.009962
-110.000000	5.000000	0.150159	0.007609
-100.000000	5.000000	0.151846	0.008256
-90.000000	5.000000	0.145814	0.007082
-80.000000	5.000000	0.131483	0.009331
-70.000000	5.000000	0.186800	0.009288
-60.000000	5.000000	0.194359	0.012424
-50.000000	5.000000	0.121099	0.009999
-40.000000	5.000000	0.075241	0.009833
-30.000000	5.000000	0.058351	0.007687
-20.000000	5.000000	0.119578	0.009077
-10.000000	5.000000	0.077720	0.009949
0.000000	5.000000	0.074693	0.009776
10.000000	5.000000	0.009032	0.011202
20.000000	5.000000	-0.058312	0.010109
30.000000	5.000000	-0.126206	0.009468
40.000000	5.000000	-0.172933	0.009979
50.000000	5.000000	-0.243908	0.007851
60.000000	5.000000	-0.119675	0.009594
70.000000	5.000000	-0.192435	0.010705
80.000000	5.000000	-0.200356	0.009249
90.000000	5.000000	-0.196951	0.008292
100.000000	5.000000	-0.249485	0.014287
110.000000	5.000000	-0.197832	0.008890
120.000000	5.000000	-0.092022	0.012175
130.000000	5.000000	-0.081931	0.007360
140.000000	5.000000	-0.155671	0.009044
150.000000	5.000000	-0.145664	0.011538
160.000000	5.000000	-0.108939	0.012935
170.000000	5.000000	-0.171032	0.008464
180.000000	5.000000	-0.256367	0.007126
190.000000	5.000000	-0.318516	0.008694
200.000000	5.000000	-0.241860	0.009886
