# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.320558	0.009188
-190.000000	5.000000	0.301246	0.006743
-180.000000	5.000000	0.247187	0.011840
-170.000000	5.000000	0.186163	0.009545
-160.000000	5.000000	0.120814	0.007610
-150.000000	5.000000	0.187551	0.009961
-140.000000	5.000000	0.225715	0.010387
-130.000000	5.000000	0.230277	0.008732
-120.000000	5.000000	0.263040	0.009113
-110.000000	5.000000	0.295278	0.007152
-100.000000	5.000000	0.312132	0.006744
-90.000000	5.000000	0.299507	0.007868
-80.000000	5.000000	0.218989	0.004181
-70.000000	5.000000	0.215079	0.005166
-60.000000	5.000000	0.322596	0.007490
-50.000000	5.000000	0.460489	0.007034
-40.000000	5.000000	0.491846	0.010150
-30.000000	5.000000	0.491283	0.008218
-20.000000	5.000000	0.727188	0.012618
-10.000000	5.000000	0.832027	0.015961
0.000000	5.000000	0.653727	0.011505
10.000000	5.000000	0.550835	0.010413
20.000000	5.000000	0.472222	0.006767
30.000000	5.000000	0.406100	0.010206
40.000000	5.000000	0.446602	0.010120
50.000000	5.000000	0.441667	0.010565
60.000000	5.000000	0.438986	0.012779
70.000000	5.000000	0.302438	0.008947
80.000000	5.000000	0.244955	0.009833
90.000000	5.000000	0.118439	0.006787
100.000000	5.000000	0.150569	0.009243
110.000000	5.000000	0.161562	0.009392
120.000000	5.000000	0.243745	0.011239
130.000000	5.000000	0.227308	0.013272
140.000000	5.000000	0.270387	0.016686
150.000000	5.000000	0.255370	0.011748
160.000000	5.000000	0.108399	0.014799
170.000000	5.000000	-0.012131	0.008472
180.000000	5.000000	-0.011383	0.013902
190.000000	5.000000	-0.045100	0.009803
200.000000	5.000000	-0.132860	0.010446
