# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.039315	0.011714
-190.000000	5.000000	0.021462	0.009581
-180.000000	5.000000	-0.058057	0.008794
-170.000000	5.000000	0.043275	0.013370
-160.000000	5.000000	-0.015689	0.011014
-150.000000	5.000000	-0.096368	0.008277
-140.000000	5.000000	-0.089953	0.014755
-130.000000	5.000000	-0.012566	0.012398
-120.000000	5.000000	0.015935	0.015350
-110.000000	5.000000	-0.065971	0.011982
-100.000000	5.000000	-0.062762	0.012908
-90.000000	5.000000	-0.066523	0.015120
-80.000000	5.000000	-0.102241	0.011670
-70.000000	5.000000	-0.264370	0.011230
-60.000000	5.000000	-0.205425	0.008645
-50.000000	5.000000	-0.181461	0.009017
-40.000000	5.000000	-0.057640	0.013445
-30.000000	5.000000	0.064941	0.011773
-20.000000	5.000000	0.017299	0.010732
-10.000000	5.000000	0.040983	0.010678
0.000000	5.000000	-0.031535	0.008496
10.000000	5.000000	0.007811	0.011865
20.000000	5.000000	0.021944	0.016272
30.000000	5.000000	0.034096	0.011237
40.000000	5.000000	-0.121717	0.013733
50.000000	5.000000	-0.200267	0.008319
60.000000	5.000000	-0.143825	0.008994
70.000000	5.000000	-0.175726	0.010475
80.000000	5.000000	-0.236618	0.006994
90.000000	5.000000	-0.184317	0.008669
100.000000	5.000000	-0.218789	0.009665
110.000000	5.000000	-0.325682	0.009854
120.000000	5.000000	-0.389987	0.010892
130.000000	5.000000	-0.328453	0.009742
140.000000	5.000000	-0.306370	0.009337
150.000000	5.000000	-0.269778	0.011020
160.000000	5.000000	-0.181133	0.013335
170.000000	5.000000	-0.248081	0.011404
180.000000	5.000000	-0.091148	0.011890
190.000000	5.000000	-0.122328	0.014418
200.000000	5.000000	-0.106602	0.012809
