# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.008348	0.006596
-190.000000	5.000000	0.013151	0.012841
-180.000000	5.000000	0.066251	0.008627
-170.000000	5.000000	0.116098	0.010267
-160.000000	5.000000	0.163655	0.014462
-150.000000	5.000000	0.197850	0.013857
-140.000000	5.000000	0.288423	0.014034
-130.000000	5.000000	0.190478	0.016078
-120.000000	5.000000	0.183006	0.015740
-110.000000	5.000000	0.141096	0.012210
-100.000000	5.000000	0.158963	0.012433
-90.000000	5.000000	0.169558	0.014067
-80.000000	5.000000	0.184386	0.014100
-70.000000	5.000000	0.158186	0.011057
-60.000000	5.000000	0.095643	0.006510
-50.000000	5.000000	0.095163	0.008278
-40.000000	5.000000	0.143077	0.009084
-30.000000	5.000000	0.044636	0.008136
-20.000000	5.000000	0.034832	0.005667
-10.000000	5.000000	-0.022341	0.008717
0.000000	5.000000	-0.036019	0.007277
10.000000	5.000000	-0.039006	0.005960
20.000000	5.000000	-0.105413	0.005212
30.000000	5.000000	-0.048366	0.005596
40.000000	5.000000	-0.010416	0.008366
50.000000	5.000000	-0.070210	0.011567
60.000000	5.000000	-0.136182	0.012840
70.000000	5.000000	-0.106748	0.007588
80.000000	5.000000	-0.116147	0.010123
90.000000	5.000000	-0.106525	0.009330
100.000000	5.000000	-0.067156	0.006178
110.000000	5.000000	0.006633	0.010658
120.000000	5.000000	-0.102397	0.007172
130.000000	5.000000	-0.080090	0.010134
140.000000	5.000000	0.006616	0.012425
150.000000	5.000000	-0.090426	0.008600
160.000000	5.000000	-0.100833	0.013533
170.000000	5.000000	-0.105182	0.015277
180.000000	5.000000	0.011611	0.012221
190.000000	5.000000	0.007479	0.018719
200.000000	5.000000	0.000159	0.019076
