# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.026090	0.009285
-190.000000	5.000000	-0.059949	0.009757
-180.000000	5.000000	-0.085571	0.010609
-170.000000	5.000000	-0.071203	0.007098
-160.000000	5.000000	-0.057601	0.011039
-150.000000	5.000000	-0.036647	0.015231
-140.000000	5.000000	-0.007030	0.009291
-130.000000	5.000000	-0.027444	0.009300
-120.000000	5.000000	-0.051804	0.010906
-110.000000	5.000000	-0.110946	0.012256
-100.000000	5.000000	-0.105848	0.010331
-90.000000	5.000000	-0.121752	0.007504
-80.000000	5.000000	-0.102660	0.006491
-70.000000	5.000000	-0.045219	0.007226
-60.000000	5.000000	-0.035596	0.011418
-50.000000	5.000000	-0.011676	0.008457
-40.000000	5.000000	-0.126988	0.010391
-30.000000	5.000000	-0.209290	0.009115
-20.000000	5.000000	-0.247402	0.008040
-10.000000	5.000000	-0.267757	0.011173
0.000000	5.000000	-0.179887	0.012298
10.000000	5.000000	-0.102908	0.012106
20.000000	5.000000	-0.044089	0.012810
30.000000	5.000000	0.048785	0.010666
40.000000	5.000000	0.065541	0.009130
50.000000	5.000000	0.037402	0.009047
60.000000	5.000000	0.089934	0.012092
70.000000	5.000000	-0.018680	0.006220
80.000000	5.000000	-0.083446	0.008115
90.000000	5.000000	-0.084477	0.008281
100.000000	5.000000	-0.169121	0.007814
110.000000	5.000000	-0.182332	0.008995
120.000000	5.000000	-0.122043	0.011394
130.000000	5.000000	-0.131257	0.012270
140.000000	5.000000	-0.086696	0.007705
150.000000	5.000000	-0.038313	0.015142
160.000000	5.000000	-0.075379	0.009008
170.000000	5.000000	-0.093274	0.013894
180.000000	5.000000	-0.046847	0.009921
190.000000	5.000000	-0.118411	0.009724
200.000000	5.000000	-0.057836	0.008871
