# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.472620	0.008997
-190.000000	5.000000	-0.404320	0.008935
-180.000000	5.000000	-0.401696	0.009099
-170.000000	5.000000	-0.434374	0.006977
-160.000000	5.000000	-0.382542	0.007350
-150.000000	5.000000	-0.375985	0.005939
-140.000000	5.000000	-0.390540	0.005924
-130.000000	5.000000	-0.361558	0.006243
-120.000000	5.000000	-0.281049	0.004825
-110.000000	5.000000	-0.235314	0.006770
-100.000000	5.000000	-0.240211	0.005858
-90.000000	5.000000	-0.248268	0.006354
-80.000000	5.000000	-0.195402	0.009652
-70.000000	5.000000	-0.144508	0.007044
-60.000000	5.000000	-0.135098	0.009198
-50.000000	5.000000	-0.041037	0.009892
-40.000000	5.000000	-0.084358	0.013732
-30.000000	5.000000	-0.041466	0.012832
-20.000000	5.000000	-0.031003	0.017988
-10.000000	5.000000	-0.016938	0.012782
0.000000	5.000000	-0.026102	0.016808
10.000000	5.000000	-0.040946	0.013413
20.000000	5.000000	0.022054	0.012908
30.000000	5.000000	0.051794	0.011878
40.000000	5.000000	0.049681	0.013189
50.000000	5.000000	-0.118683	0.011241
60.000000	5.000000	-0.189063	0.008587
70.000000	5.000000	-0.148183	0.010705
80.000000	5.000000	-0.155824	0.014126
90.000000	5.000000	-0.253344	0.014550
100.000000	5.000000	-0.394274	0.011444
110.000000	5.000000	-0.378735	0.006436
120.000000	5.000000	-0.428186	0.007744
130.000000	5.000000	-0.449580	0.009912
140.000000	5.000000	-0.478205	0.009722
150.000000	5.000000	-0.500048	0.007977
160.000000	5.000000	-0.404742	0.008873
170.000000	5.000000	-0.377737	0.009692
180.000000	5.000000	-0.392733	0.012983
190.000000	5.000000	-0.313572	0.011023
200.000000	5.000000	-0.335037	0.008621
