# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.193981	0.007519
-190.000000	5.000000	-0.183530	0.010118
-180.000000	5.000000	-0.089611	0.010337
-170.000000	5.000000	-0.094228	0.007109
-160.000000	5.000000	-0.080008	0.006702
-150.000000	5.000000	-0.089969	0.006270
-140.000000	5.000000	-0.151573	0.005846
-130.000000	5.000000	-0.176912	0.006445
-120.000000	5.000000	-0.162073	0.005355
-110.000000	5.000000	-0.213772	0.007907
-100.000000	5.000000	-0.258481	0.009522
-90.000000	5.000000	-0.341748	0.007801
-80.000000	5.000000	-0.377042	0.010571
-70.000000	5.000000	-0.414227	0.009416
-60.000000	5.000000	-0.375688	0.007547
-50.000000	5.000000	-0.341495	0.012010
-40.000000	5.000000	-0.338634	0.010785
-30.000000	5.000000	-0.425307	0.008287
-20.000000	5.000000	-0.485413	0.008964
-10.000000	5.000000	-0.463730	0.007592
0.000000	5.000000	-0.468144	0.007835
10.000000	5.000000	-0.447361	0.008009
20.000000	5.000000	-0.397067	0.008170
30.000000	5.000000	-0.395038	0.009518
40.000000	5.000000	-0.332407	0.005788
50.000000	5.000000	-0.338885	0.008016
60.000000	5.000000	-0.414600	0.010447
70.000000	5.000000	-0.496783	0.011843
80.000000	5.000000	-0.434789	0.011750
90.000000	5.000000	-0.521963	0.010317
100.000000	5.000000	-0.454358	0.011069
110.000000	5.000000	-0.322829	0.016860
120.000000	5.000000	-0.153860	0.012124
130.000000	5.000000	-0.036155	0.015328
140.000000	5.000000	0.106587	0.010674
150.000000	5.000000	0.133356	0.012726
160.000000	5.000000	0.050834	0.008772
170.000000	5.000000	0.105205	0.011943
180.000000	5.000000	0.028564	0.008421
190.000000	5.000000	-0.105067	0.008247
200.000000	5.000000	-0.221294	0.007472
