# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.140384	0.017713
-190.000000	5.000000	0.116846	0.012873
-180.000000	5.000000	0.054284	0.011419
-170.000000	5.000000	0.135770	0.010409
-160.000000	5.000000	0.061322	0.013868
-150.000000	5.000000	0.174335	0.013521
-140.000000	5.000000	0.101773	0.011683
-130.000000	5.000000	-0.079207	0.012552
-120.000000	5.000000	-0.090960	0.011574
-110.000000	5.000000	-0.165056	0.013502
-100.000000	5.000000	-0.166500	0.011373
-90.000000	5.000000	-0.111431	0.014144
-80.000000	5.000000	-0.090984	0.009991
-70.000000	5.000000	-0.080358	0.010942
-60.000000	5.000000	0.069867	0.018382
-50.000000	5.000000	0.022624	0.017420
-40.000000	5.000000	0.028409	0.009590
-30.000000	5.000000	-0.049148	0.013850
-20.000000	5.000000	-0.025787	0.013216
-10.000000	5.000000	0.092414	0.013401
0.000000	5.000000	0.073695	0.017113
10.000000	5.000000	0.094935	0.011834
20.000000	5.000000	0.053179	0.010420
30.000000	5.000000	0.073641	0.011178
40.000000	5.000000	-0.096146	0.008585
50.000000	5.000000	-0.173663	0.011488
60.000000	5.000000	-0.090671	0.014049
70.000000	5.000000	-0.083149	0.011934
80.000000	5.000000	-0.063134	0.017920
90.000000	5.000000	-0.043953	0.023378
100.000000	5.000000	0.009106	0.016442
110.000000	5.000000	0.065005	0.010633
120.000000	5.000000	-0.020444	0.018770
130.000000	5.000000	0.065742	0.017495
140.000000	5.000000	0.045691	0.017838
150.000000	5.000000	-0.091232	0.013677
160.000000	5.000000	0.008441	0.013731
170.000000	5.000000	-0.001447	0.016297
180.000000	5.000000	-0.046872	0.014197
190.000000	5.000000	-0.165758	0.012527
200.000000	5.000000	-0.183126	0.011887
