# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.166052	0.014983
-190.000000	5.000000	-0.166641	0.015242
-180.000000	5.000000	-0.112669	0.008345
-170.000000	5.000000	-0.076199	0.007256
-160.000000	5.000000	-0.144867	0.009959
-150.000000	5.000000	-0.122944	0.015282
-140.000000	5.000000	-0.045230	0.010205
-130.000000	5.000000	-0.084600	0.014809
-120.000000	5.000000	-0.145882	0.013921
-110.000000	5.000000	-0.278212	0.007174
-100.000000	5.000000	-0.333759	0.009407
-90.000000	5.000000	-0.326803	0.007823
-80.000000	5.000000	-0.234156	0.018356
-70.000000	5.000000	-0.304451	0.006116
-60.000000	5.000000	-0.292249	0.004426
-50.000000	5.000000	-0.314244	0.007058
-40.000000	5.000000	-0.288631	0.007839
-30.000000	5.000000	-0.307822	0.007636
-20.000000	5.000000	-0.306877	0.010627
-10.000000	5.000000	-0.251012	0.008919
0.000000	5.000000	-0.224188	0.009665
10.000000	5.000000	-0.231535	0.010257
20.000000	5.000000	-0.120958	0.017158
30.000000	5.000000	-0.069748	0.005123
40.000000	5.000000	-0.009845	0.005396
50.000000	5.000000	-0.016236	0.008661
60.000000	5.000000	-0.033605	0.003378
70.000000	5.000000	-0.064768	0.006252
80.000000	5.000000	-0.013477	0.007708
90.000000	5.000000	-0.001183	0.004975
100.000000	5.000000	0.036290	0.005476
110.000000	5.000000	0.112254	0.007226
120.000000	5.000000	0.063560	0.009435
130.000000	5.000000	0.162138	0.010874
140.000000	5.000000	0.179045	0.011045
150.000000	5.000000	0.146878	0.009885
160.000000	5.000000	0.173676	0.014870
170.000000	5.000000	0.193315	0.012117
180.000000	5.000000	0.132200	0.008413
190.000000	5.000000	0.037036	0.008469
200.000000	5.000000	0.099823	0.009148
