# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.193150	0.013788
-190.000000	5.000000	-0.186818	0.017211
-180.000000	5.000000	-0.090795	0.020199
-170.000000	5.000000	-0.128809	0.014240
-160.000000	5.000000	-0.257374	0.016985
-150.000000	5.000000	-0.316132	0.017156
-140.000000	5.000000	-0.167856	0.016958
-130.000000	5.000000	-0.141025	0.013512
-120.000000	5.000000	-0.091048	0.017860
-110.000000	5.000000	-0.198875	0.010591
-100.000000	5.000000	-0.246324	0.009899
-90.000000	5.000000	-0.210179	0.010722
-80.000000	5.000000	-0.181907	0.012518
-70.000000	5.000000	-0.218783	0.015607
-60.000000	5.000000	-0.209380	0.011306
-50.000000	5.000000	-0.211727	0.012519
-40.000000	5.000000	-0.257772	0.015840
-30.000000	5.000000	-0.294205	0.011681
-20.000000	5.000000	-0.364952	0.014762
-10.000000	5.000000	-0.417049	0.014313
0.000000	5.000000	-0.385918	0.013620
10.000000	5.000000	-0.467509	0.017108
20.000000	5.000000	-0.504282	0.012060
30.000000	5.000000	-0.592709	0.020604
40.000000	5.000000	-0.602815	0.017165
50.000000	5.000000	-0.576873	0.013370
60.000000	5.000000	-0.552663	0.016289
70.000000	5.000000	-0.508815	0.020256
80.000000	5.000000	-0.499337	0.016354
90.000000	5.000000	-0.543639	0.016000
100.000000	5.000000	-0.532790	0.016339
110.000000	5.000000	-0.533778	0.019302
120.000000	5.000000	-0.539709	0.015890
130.000000	5.000000	-0.480232	0.013440
140.000000	5.000000	-0.520003	0.018934
150.000000	5.000000	-0.621384	0.019280
160.000000	5.000000	-0.596587	0.015941
170.000000	5.000000	-0.470821	0.019926
180.000000	5.000000	-0.383132	0.019396
190.000000	5.000000	-0.339048	0.011138
200.000000	5.000000	-0.338017	0.020541
