# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.172843	0.014259
-190.000000	5.000000	-0.204475	0.011488
-180.000000	5.000000	-0.200874	0.013596
-170.000000	5.000000	-0.242382	0.012737
-160.000000	5.000000	-0.171222	0.014891
-150.000000	5.000000	-0.055934	0.011449
-140.000000	5.000000	0.005976	0.013920
-130.000000	5.000000	0.031441	0.010942
-120.000000	5.000000	0.069882	0.016343
-110.000000	5.000000	0.063781	0.011296
-100.000000	5.000000	0.071452	0.012257
-90.000000	5.000000	0.181314	0.014165
-80.000000	5.000000	0.076620	0.011259
-70.000000	5.000000	-0.099220	0.014944
-60.000000	5.000000	-0.137898	0.013777
-50.000000	5.000000	-0.168167	0.011446
-40.000000	5.000000	-0.129538	0.009185
-30.000000	5.000000	-0.226568	0.010203
-20.000000	5.000000	-0.250319	0.012670
-10.000000	5.000000	-0.308603	0.009901
0.000000	5.000000	-0.328235	0.008895
10.000000	5.000000	-0.206566	0.016091
20.000000	5.000000	-0.105879	0.018367
30.000000	5.000000	-0.131531	0.013879
40.000000	5.000000	-0.009212	0.012898
50.000000	5.000000	0.149162	0.015136
60.000000	5.000000	0.187174	0.016363
70.000000	5.000000	0.098279	0.013754
80.000000	5.000000	0.071645	0.013592
90.000000	5.000000	-0.030276	0.013329
100.000000	5.000000	0.042535	0.015890
110.000000	5.000000	0.004489	0.011256
120.000000	5.000000	0.007879	0.016401
130.000000	5.000000	-0.008183	0.007851
140.000000	5.000000	-0.018576	0.010617
150.000000	5.000000	0.005564	0.019887
160.000000	5.000000	-0.041620	0.012295
170.000000	5.000000	0.000379	0.012920
180.000000	5.000000	-0.074265	0.016270
190.000000	5.000000	-0.139160	0.014822
200.000000	5.000000	-0.245780	0.012244
