# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.016806	0.012190
-190.000000	5.000000	0.044231	0.008639
-180.000000	5.000000	0.101546	0.010118
-170.000000	5.000000	0.011979	0.006942
-160.000000	5.000000	0.018916	0.009265
-150.000000	5.000000	0.049701	0.009512
-140.000000	5.000000	-0.022763	0.009971
-130.000000	5.000000	-0.019026	0.007990
-120.000000	5.000000	-0.027250	0.007619
-110.000000	5.000000	0.065533	0.009156
-100.000000	5.000000	0.020527	0.008898
-90.000000	5.000000	-0.022842	0.009345
-80.000000	5.000000	-0.052341	0.008344
-70.000000	5.000000	-0.024391	0.010516
-60.000000	5.000000	0.002265	0.006960
-50.000000	5.000000	0.005238	0.007235
-40.000000	5.000000	-0.063788	0.008583
-30.000000	5.000000	-0.068532	0.011137
-20.000000	5.000000	0.077727	0.007766
-10.000000	5.000000	0.107211	0.008323
0.000000	5.000000	0.161573	0.009171
10.000000	5.000000	0.011608	0.006502
20.000000	5.000000	0.059378	0.007625
30.000000	5.000000	0.013803	0.011969
40.000000	5.000000	0.065432	0.010874
50.000000	5.000000	-0.099216	0.009621
60.000000	5.000000	-0.066148	0.014067
70.000000	5.000000	0.008725	0.010175
80.000000	5.000000	0.008806	0.009020
90.000000	5.000000	0.049472	0.014476
100.000000	5.000000	-0.056241	0.014281
110.000000	5.000000	-0.052735	0.010669
120.000000	5.000000	0.030031	0.010498
130.000000	5.000000	0.052117	0.012976
140.000000	5.000000	-0.032170	0.010334
150.000000	5.000000	-0.008636	0.008119
160.000000	5.000000	-0.037117	0.011274
170.000000	5.000000	-0.121814	0.011302
180.000000	5.000000	-0.112459	0.009344
190.000000	5.000000	-0.225010	0.013351
200.000000	5.000000	-0.108006	0.010298
