# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.055671	0.012746
-190.000000	5.000000	0.137982	0.011460
-180.000000	5.000000	0.071056	0.007621
-170.000000	5.000000	0.048105	0.009536
-160.000000	5.000000	0.144699	0.008160
-150.000000	5.000000	0.212408	0.009179
-140.000000	5.000000	0.327305	0.007784
-130.000000	5.000000	0.275894	0.011321
-120.000000	5.000000	0.087907	0.007753
-110.000000	5.000000	0.026631	0.007933
-100.000000	5.000000	0.094174	0.009659
-90.000000	5.000000	0.169258	0.009626
-80.000000	5.000000	0.060128	0.011156
-70.000000	5.000000	0.041716	0.005933
-60.000000	5.000000	-0.037794	0.007487
-50.000000	5.000000	0.019277	0.010678
-40.000000	5.000000	0.068345	0.007162
-30.000000	5.000000	0.083484	0.010066
-20.000000	5.000000	-0.029749	0.007605
-10.000000	5.000000	-0.031179	0.014487
0.000000	5.000000	-0.075778	0.010013
10.000000	5.000000	-0.128259	0.012832
20.000000	5.000000	-0.155873	0.011040
30.000000	5.000000	-0.197042	0.012346
40.000000	5.000000	-0.194792	0.007162
50.000000	5.000000	-0.110873	0.008254
60.000000	5.000000	-0.067150	0.005184
70.000000	5.000000	-0.062977	0.008240
80.000000	5.000000	-0.033053	0.010985
90.000000	5.000000	-0.120549	0.006980
100.000000	5.000000	-0.047459	0.009245
110.000000	5.000000	0.022611	0.009278
120.000000	5.000000	-0.073299	0.010875
130.000000	5.000000	-0.136597	0.008984
140.000000	5.000000	-0.140612	0.008302
150.000000	5.000000	-0.203568	0.008143
160.000000	5.000000	-0.185973	0.006527
170.000000	5.000000	-0.127078	0.009345
180.000000	5.000000	-0.208395	0.009608
190.000000	5.000000	-0.131723	0.011699
200.000000	5.000000	-0.203759	0.008579
