# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.200860	0.010506
-190.000000	5.000000	0.234813	0.012601
-180.000000	5.000000	0.183555	0.013520
-170.000000	5.000000	-0.012383	0.011711
-160.000000	5.000000	-0.074171	0.010116
-150.000000	5.000000	-0.011712	0.009068
-140.000000	5.000000	-0.026125	0.009748
-130.000000	5.000000	-0.075757	0.007654
-120.000000	5.000000	-0.027982	0.012613
-110.000000	5.000000	-0.081005	0.010557
-100.000000	5.000000	-0.215706	0.009738
-90.000000	5.000000	-0.275553	0.006385
-80.000000	5.000000	-0.087575	0.008227
-70.000000	5.000000	-0.053596	0.007803
-60.000000	5.000000	-0.049218	0.009534
-50.000000	5.000000	-0.045095	0.007288
-40.000000	5.000000	-0.001477	0.007429
-30.000000	5.000000	-0.078615	0.009629
-20.000000	5.000000	-0.092409	0.010241
-10.000000	5.000000	-0.133275	0.007383
0.000000	5.000000	-0.079221	0.012347
10.000000	5.000000	0.033928	0.011298
20.000000	5.000000	0.019544	0.011717
30.000000	5.000000	0.095590	0.010454
40.000000	5.000000	0.230760	0.013985
50.000000	5.000000	0.404583	0.014194
60.000000	5.000000	0.412388	0.010760
70.000000	5.000000	0.341252	0.014972
80.000000	5.000000	0.304016	0.015776
90.000000	5.000000	0.318424	0.014230
100.000000	5.000000	0.249118	0.012717
110.000000	5.000000	0.291794	0.015941
120.000000	5.000000	0.306556	0.013140
130.000000	5.000000	0.300629	0.016247
140.000000	5.000000	0.335287	0.014379
150.000000	5.000000	0.275202	0.013924
160.000000	5.000000	0.225521	0.009907
170.000000	5.000000	0.218679	0.014740
180.000000	5.000000	0.132939	0.011940
190.000000	5.000000	0.074427	0.009329
200.000000	5.000000	0.153762	0.014463
