# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.041425	0.005236
-190.000000	5.000000	-0.011822	0.007944
-180.000000	5.000000	-0.048956	0.008422
-170.000000	5.000000	-0.066848	0.009182
-160.000000	5.000000	-0.033512	0.010714
-150.000000	5.000000	-0.024148	0.005094
-140.000000	5.000000	-0.056127	0.006078
-130.000000	5.000000	-0.086185	0.008152
-120.000000	5.000000	-0.051737	0.008126
-110.000000	5.000000	-0.166370	0.007477
-100.000000	5.000000	-0.258488	0.007810
-90.000000	5.000000	-0.242383	0.010253
-80.000000	5.000000	-0.202520	0.006304
-70.000000	5.000000	-0.223704	0.004476
-60.000000	5.000000	-0.265784	0.005386
-50.000000	5.000000	-0.281994	0.007682
-40.000000	5.000000	-0.289516	0.006908
-30.000000	5.000000	-0.302898	0.005027
-20.000000	5.000000	-0.324422	0.007810
-10.000000	5.000000	-0.361256	0.006807
0.000000	5.000000	-0.341375	0.008284
10.000000	5.000000	-0.323833	0.004359
20.000000	5.000000	-0.341894	0.006184
30.000000	5.000000	-0.346352	0.004359
40.000000	5.000000	-0.371485	0.006304
50.000000	5.000000	-0.381994	0.005739
60.000000	5.000000	-0.365611	0.006520
70.000000	5.000000	-0.347759	0.004862
80.000000	5.000000	-0.355864	0.005205
90.000000	5.000000	-0.332673	0.008084
100.000000	5.000000	-0.367388	0.005670
110.000000	5.000000	-0.333228	0.006496
120.000000	5.000000	-0.402480	0.009699
130.000000	5.000000	-0.458253	0.009548
140.000000	5.000000	-0.470119	0.006319
150.000000	5.000000	-0.506756	0.008659
160.000000	5.000000	-0.480753	0.010377
170.000000	5.000000	-0.397500	0.009355
180.000000	5.000000	-0.349141	0.011948
190.000000	5.000000	-0.452119	0.009114
200.000000	5.000000	-0.399034	0.007946
