# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.126927	0.009500
-190.000000	5.000000	-0.091028	0.009168
-180.000000	5.000000	0.022058	0.016808
-170.000000	5.000000	0.134081	0.016007
-160.000000	5.000000	-0.081703	0.016289
-150.000000	5.000000	-0.136048	0.011625
-140.000000	5.000000	-0.099118	0.010269
-130.000000	5.000000	-0.068359	0.011780
-120.000000	5.000000	-0.132204	0.010920
-110.000000	5.000000	-0.202212	0.010100
-100.000000	5.000000	-0.123027	0.012142
-90.000000	5.000000	-0.179635	0.009547
-80.000000	5.000000	-0.199101	0.009108
-70.000000	5.000000	-0.279016	0.008904
-60.000000	5.000000	-0.303653	0.012095
-50.000000	5.000000	-0.289161	0.012841
-40.000000	5.000000	-0.235069	0.009966
-30.000000	5.000000	-0.220174	0.011129
-20.000000	5.000000	-0.222859	0.008296
-10.000000	5.000000	-0.146813	0.013893
0.000000	5.000000	-0.039182	0.011383
10.000000	5.000000	-0.114614	0.009932
20.000000	5.000000	-0.083171	0.010691
30.000000	5.000000	-0.060637	0.012030
40.000000	5.000000	-0.131718	0.009792
50.000000	5.000000	-0.107540	0.009463
60.000000	5.000000	-0.032609	0.012256
70.000000	5.000000	0.015737	0.008409
80.000000	5.000000	-0.041412	0.009567
90.000000	5.000000	-0.006547	0.010385
100.000000	5.000000	-0.029375	0.010512
110.000000	5.000000	-0.020285	0.012436
120.000000	5.000000	-0.091341	0.010054
130.000000	5.000000	-0.041648	0.014741
140.000000	5.000000	0.175736	0.015092
150.000000	5.000000	0.131308	0.018606
160.000000	5.000000	0.069127	0.017176
170.000000	5.000000	-0.137373	0.011876
180.000000	5.000000	-0.106987	0.012859
190.000000	5.000000	-0.139508	0.012336
200.000000	5.000000	-0.124774	0.013445
