# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.003785	0.011549
-190.000000	5.000000	0.017794	0.007642
-180.000000	5.000000	0.087245	0.010255
-170.000000	5.000000	0.036729	0.009030
-160.000000	5.000000	0.023759	0.012371
-150.000000	5.000000	0.094470	0.008578
-140.000000	5.000000	0.095230	0.011697
-130.000000	5.000000	0.138787	0.008434
-120.000000	5.000000	0.187484	0.008977
-110.000000	5.000000	0.255834	0.014927
-100.000000	5.000000	0.266336	0.015555
-90.000000	5.000000	0.213551	0.008458
-80.000000	5.000000	0.310176	0.011473
-70.000000	5.000000	0.321127	0.014726
-60.000000	5.000000	0.344338	0.014025
-50.000000	5.000000	0.242549	0.012063
-40.000000	5.000000	0.294938	0.012745
-30.000000	5.000000	0.182786	0.013181
-20.000000	5.000000	0.162804	0.009358
-10.000000	5.000000	0.132832	0.009351
0.000000	5.000000	0.142215	0.009900
10.000000	5.000000	0.062621	0.009737
20.000000	5.000000	0.034753	0.007412
30.000000	5.000000	0.155881	0.008308
40.000000	5.000000	0.226103	0.010201
50.000000	5.000000	0.295370	0.013268
60.000000	5.000000	0.398093	0.011502
70.000000	5.000000	0.333471	0.012209
80.000000	5.000000	0.262294	0.011533
90.000000	5.000000	0.337810	0.015345
100.000000	5.000000	0.386018	0.010993
110.000000	5.000000	0.415316	0.011486
120.000000	5.000000	0.481547	0.012812
130.000000	5.000000	0.400475	0.008251
140.000000	5.000000	0.469820	0.013626
150.000000	5.000000	0.436508	0.018479
160.000000	5.000000	0.438447	0.014660
170.000000	5.000000	0.415982	0.011478
180.000000	5.000000	0.416650	0.013369
190.000000	5.000000	0.327596	0.010576
200.000000	5.000000	0.377299	0.014575
