# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.161088	0.009758
-190.000000	5.000000	-0.106952	0.006957
-180.000000	5.000000	-0.135413	0.009294
-170.000000	5.000000	0.034604	0.011185
-160.000000	5.000000	0.104111	0.010025
-150.000000	5.000000	0.121665	0.012919
-140.000000	5.000000	0.086508	0.010012
-130.000000	5.000000	0.047689	0.010071
-120.000000	5.000000	0.152695	0.010013
-110.000000	5.000000	0.244125	0.009937
-100.000000	5.000000	0.298861	0.011203
-90.000000	5.000000	0.309698	0.011590
-80.000000	5.000000	0.305557	0.014284
-70.000000	5.000000	0.384176	0.014011
-60.000000	5.000000	0.389281	0.014458
-50.000000	5.000000	0.228660	0.012369
-40.000000	5.000000	0.191293	0.011706
-30.000000	5.000000	0.237201	0.014844
-20.000000	5.000000	0.216250	0.010642
-10.000000	5.000000	0.307965	0.020290
0.000000	5.000000	0.147171	0.013179
10.000000	5.000000	0.033952	0.009370
20.000000	5.000000	-0.032812	0.011873
30.000000	5.000000	-0.019098	0.009417
40.000000	5.000000	-0.059045	0.008095
50.000000	5.000000	-0.058954	0.008605
60.000000	5.000000	-0.131983	0.004894
70.000000	5.000000	-0.104199	0.006431
80.000000	5.000000	-0.087370	0.009123
90.000000	5.000000	-0.074335	0.007050
100.000000	5.000000	-0.083823	0.009394
110.000000	5.000000	-0.098460	0.005947
120.000000	5.000000	-0.107442	0.008861
130.000000	5.000000	-0.106841	0.012877
140.000000	5.000000	-0.008046	0.013330
150.000000	5.000000	-0.020545	0.012395
160.000000	5.000000	-0.020639	0.011286
170.000000	5.000000	0.008670	0.012853
180.000000	5.000000	0.044951	0.012805
190.000000	5.000000	-0.017395	0.010501
200.000000	5.000000	-0.104263	0.009979
