# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.142971	0.011975
-190.000000	5.000000	-0.059870	0.011416
-180.000000	5.000000	0.021575	0.011566
-170.000000	5.000000	0.079059	0.017386
-160.000000	5.000000	0.168698	0.012664
-150.000000	5.000000	0.200072	0.009691
-140.000000	5.000000	0.175904	0.010858
-130.000000	5.000000	0.274790	0.008324
-120.000000	5.000000	0.194098	0.006691
-110.000000	5.000000	0.185743	0.010653
-100.000000	5.000000	0.203269	0.007943
-90.000000	5.000000	0.254746	0.008615
-80.000000	5.000000	0.197901	0.010729
-70.000000	5.000000	0.188589	0.010156
-60.000000	5.000000	0.130678	0.008343
-50.000000	5.000000	0.207128	0.011200
-40.000000	5.000000	0.114948	0.006912
-30.000000	5.000000	0.213672	0.010981
-20.000000	5.000000	0.162104	0.010808
-10.000000	5.000000	0.160607	0.008175
0.000000	5.000000	0.249060	0.009359
10.000000	5.000000	0.225026	0.010034
20.000000	5.000000	0.277450	0.011910
30.000000	5.000000	0.212738	0.011453
40.000000	5.000000	0.190414	0.010652
50.000000	5.000000	0.164049	0.013181
60.000000	5.000000	0.127871	0.011876
70.000000	5.000000	0.213369	0.010963
80.000000	5.000000	0.147404	0.012044
90.000000	5.000000	0.127675	0.014141
100.000000	5.000000	0.166043	0.013191
110.000000	5.000000	0.235345	0.013947
120.000000	5.000000	0.117139	0.011505
130.000000	5.000000	0.182816	0.015004
140.000000	5.000000	0.247176	0.019990
150.000000	5.000000	0.252603	0.013812
160.000000	5.000000	0.205593	0.009725
170.000000	5.000000	0.324779	0.014495
180.000000	5.000000	0.203577	0.010494
190.000000	5.000000	0.298622	0.016006
200.000000	5.000000	0.417898	0.016764
