# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.128161	0.009516
-190.000000	5.000000	-0.034191	0.011957
-180.000000	5.000000	-0.119277	0.012135
-170.000000	5.000000	-0.117471	0.012425
-160.000000	5.000000	-0.098355	0.012683
-150.000000	5.000000	-0.212735	0.006961
-140.000000	5.000000	-0.308952	0.009714
-130.000000	5.000000	-0.283183	0.005768
-120.000000	5.000000	-0.177143	0.010766
-110.000000	5.000000	-0.168091	0.008846
-100.000000	5.000000	-0.225701	0.008458
-90.000000	5.000000	-0.268471	0.009031
-80.000000	5.000000	-0.304021	0.007294
-70.000000	5.000000	-0.287457	0.006855
-60.000000	5.000000	-0.332391	0.009045
-50.000000	5.000000	-0.378781	0.010573
-40.000000	5.000000	-0.386460	0.009604
-30.000000	5.000000	-0.325774	0.007666
-20.000000	5.000000	-0.355115	0.009302
-10.000000	5.000000	-0.259838	0.011024
0.000000	5.000000	-0.181517	0.010418
10.000000	5.000000	-0.175511	0.009326
20.000000	5.000000	-0.240757	0.010319
30.000000	5.000000	-0.260918	0.008583
40.000000	5.000000	-0.280200	0.014526
50.000000	5.000000	-0.286290	0.007159
60.000000	5.000000	-0.287639	0.011393
70.000000	5.000000	-0.336781	0.010127
80.000000	5.000000	-0.338299	0.013653
90.000000	5.000000	-0.314416	0.009311
100.000000	5.000000	-0.233678	0.012861
110.000000	5.000000	-0.246704	0.009861
120.000000	5.000000	-0.334729	0.012935
130.000000	5.000000	-0.342791	0.011278
140.000000	5.000000	-0.335306	0.011155
150.000000	5.000000	-0.356540	0.014156
160.000000	5.000000	-0.231145	0.015422
170.000000	5.000000	-0.173582	0.012368
180.000000	5.000000	-0.153452	0.012447
190.000000	5.000000	-0.114504	0.011955
200.000000	5.000000	-0.223856	0.013564
