# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.073005	0.011007
-190.000000	5.000000	0.048535	0.011464
-180.000000	5.000000	0.019467	0.011088
-170.000000	5.000000	0.011533	0.009380
-160.000000	5.000000	-0.013216	0.011876
-150.000000	5.000000	-0.014007	0.010099
-140.000000	5.000000	-0.001993	0.007644
-130.000000	5.000000	-0.048297	0.009779
-120.000000	5.000000	-0.017265	0.008931
-110.000000	5.000000	0.035263	0.009658
-100.000000	5.000000	0.042875	0.009125
-90.000000	5.000000	0.028304	0.009298
-80.000000	5.000000	0.074688	0.008007
-70.000000	5.000000	0.095928	0.011859
-60.000000	5.000000	0.035660	0.010818
-50.000000	5.000000	0.097901	0.008575
-40.000000	5.000000	0.046581	0.012381
-30.000000	5.000000	0.034114	0.010841
-20.000000	5.000000	-0.131717	0.008585
-10.000000	5.000000	-0.138111	0.010533
0.000000	5.000000	-0.044186	0.011108
10.000000	5.000000	-0.025310	0.009013
20.000000	5.000000	-0.033242	0.007758
30.000000	5.000000	0.043116	0.011355
40.000000	5.000000	-0.059005	0.008854
50.000000	5.000000	-0.086535	0.010156
60.000000	5.000000	-0.063047	0.007718
70.000000	5.000000	-0.087691	0.012011
80.000000	5.000000	-0.062622	0.011406
90.000000	5.000000	-0.006803	0.009657
100.000000	5.000000	0.042732	0.009986
110.000000	5.000000	0.064483	0.013144
120.000000	5.000000	0.106021	0.012391
130.000000	5.000000	0.179765	0.013666
140.000000	5.000000	0.075568	0.021632
150.000000	5.000000	0.146636	0.015220
160.000000	5.000000	0.136830	0.017267
170.000000	5.000000	0.060998	0.008609
180.000000	5.000000	0.144358	0.009739
190.000000	5.000000	0.123845	0.011571
200.000000	5.000000	0.199467	0.012185
