# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.062383	0.005516
-190.000000	5.000000	0.046405	0.009791
-180.000000	5.000000	0.011245	0.009019
-170.000000	5.000000	-0.005422	0.007206
-160.000000	5.000000	0.062579	0.005712
-150.000000	5.000000	0.155865	0.010810
-140.000000	5.000000	0.118043	0.005273
-130.000000	5.000000	0.088018	0.008003
-120.000000	5.000000	0.103377	0.007659
-110.000000	5.000000	0.163087	0.009351
-100.000000	5.000000	0.114093	0.008437
-90.000000	5.000000	0.115016	0.009059
-80.000000	5.000000	0.070667	0.010690
-70.000000	5.000000	-0.045917	0.010416
-60.000000	5.000000	-0.069460	0.010892
-50.000000	5.000000	0.006438	0.011536
-40.000000	5.000000	-0.034348	0.017717
-30.000000	5.000000	-0.105482	0.007534
-20.000000	5.000000	-0.133827	0.010368
-10.000000	5.000000	-0.129480	0.009635
0.000000	5.000000	-0.082072	0.012391
10.000000	5.000000	-0.051566	0.008715
20.000000	5.000000	0.082654	0.009523
30.000000	5.000000	0.078640	0.010943
40.000000	5.000000	0.045903	0.015493
50.000000	5.000000	-0.022447	0.009006
60.000000	5.000000	-0.018650	0.009488
70.000000	5.000000	-0.055903	0.011945
80.000000	5.000000	-0.038499	0.009599
90.000000	5.000000	-0.014085	0.013046
100.000000	5.000000	-0.089611	0.007403
110.000000	5.000000	0.089829	0.012510
120.000000	5.000000	0.107314	0.011355
130.000000	5.000000	0.109898	0.006887
140.000000	5.000000	0.087323	0.007081
150.000000	5.000000	0.063828	0.009425
160.000000	5.000000	0.028645	0.010625
170.000000	5.000000	-0.000245	0.012281
180.000000	5.000000	-0.189947	0.011991
190.000000	5.000000	-0.268212	0.010829
200.000000	5.000000	-0.245239	0.009240
