# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.115686	0.007464
-190.000000	5.000000	-0.066922	0.008181
-180.000000	5.000000	-0.227027	0.006662
-170.000000	5.000000	-0.262145	0.010268
-160.000000	5.000000	-0.232097	0.009620
-150.000000	5.000000	-0.266430	0.007925
-140.000000	5.000000	-0.316239	0.009202
-130.000000	5.000000	-0.322930	0.007967
-120.000000	5.000000	-0.381343	0.005720
-110.000000	5.000000	-0.299508	0.007262
-100.000000	5.000000	-0.224646	0.009533
-90.000000	5.000000	-0.286871	0.006842
-80.000000	5.000000	-0.236328	0.007155
-70.000000	5.000000	-0.205696	0.008425
-60.000000	5.000000	-0.172125	0.008551
-50.000000	5.000000	-0.180310	0.010099
-40.000000	5.000000	-0.163614	0.009693
-30.000000	5.000000	-0.108566	0.014287
-20.000000	5.000000	-0.077971	0.012709
-10.000000	5.000000	-0.029594	0.010422
0.000000	5.000000	-0.094687	0.011356
10.000000	5.000000	-0.176295	0.007371
20.000000	5.000000	-0.205235	0.006549
30.000000	5.000000	-0.264558	0.010827
40.000000	5.000000	-0.292928	0.009846
50.000000	5.000000	-0.235128	0.010833
60.000000	5.000000	-0.300294	0.008797
70.000000	5.000000	-0.309015	0.007582
80.000000	5.000000	-0.235945	0.010894
90.000000	5.000000	-0.257131	0.009043
100.000000	5.000000	-0.249475	0.010356
110.000000	5.000000	-0.243461	0.008982
120.000000	5.000000	-0.228098	0.009730
130.000000	5.000000	-0.155870	0.013187
140.000000	5.000000	-0.191358	0.012562
150.000000	5.000000	-0.291562	0.010755
160.000000	5.000000	-0.302190	0.012918
170.000000	5.000000	-0.282766	0.008854
180.000000	5.000000	-0.176631	0.010018
190.000000	5.000000	-0.208250	0.012843
200.000000	5.000000	-0.133381	0.011539
