# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.124124	0.007549
-190.000000	5.000000	-0.175891	0.004534
-180.000000	5.000000	-0.154053	0.007890
-170.000000	5.000000	-0.156001	0.007936
-160.000000	5.000000	-0.155864	0.009749
-150.000000	5.000000	-0.131572	0.006738
-140.000000	5.000000	-0.089408	0.008648
-130.000000	5.000000	0.029735	0.011297
-120.000000	5.000000	0.026536	0.012759
-110.000000	5.000000	-0.018228	0.007061
-100.000000	5.000000	-0.020933	0.007510
-90.000000	5.000000	0.078181	0.011763
-80.000000	5.000000	0.034217	0.009799
-70.000000	5.000000	0.031460	0.006281
-60.000000	5.000000	0.072088	0.008050
-50.000000	5.000000	0.054209	0.008828
-40.000000	5.000000	0.108012	0.011372
-30.000000	5.000000	0.139082	0.008139
-20.000000	5.000000	0.067315	0.008858
-10.000000	5.000000	-0.022799	0.009093
0.000000	5.000000	-0.012099	0.005752
10.000000	5.000000	-0.053792	0.005865
20.000000	5.000000	-0.080668	0.005062
30.000000	5.000000	-0.000623	0.010240
40.000000	5.000000	0.048303	0.009160
50.000000	5.000000	0.109470	0.009191
60.000000	5.000000	0.054539	0.011727
70.000000	5.000000	0.002568	0.008157
80.000000	5.000000	0.033814	0.005759
90.000000	5.000000	-0.021975	0.005096
100.000000	5.000000	0.011033	0.003581
110.000000	5.000000	0.028607	0.004438
120.000000	5.000000	0.040375	0.006036
130.000000	5.000000	0.170883	0.006748
140.000000	5.000000	0.171937	0.009226
150.000000	5.000000	0.164983	0.008650
160.000000	5.000000	0.168783	0.009317
170.000000	5.000000	0.195582	0.008120
180.000000	5.000000	0.201727	0.010845
190.000000	5.000000	0.281264	0.009579
200.000000	5.000000	0.278569	0.008968
