# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.039637	0.011726
-190.000000	5.000000	0.031186	0.014790
-180.000000	5.000000	-0.080610	0.012329
-170.000000	5.000000	-0.171123	0.006881
-160.000000	5.000000	-0.175733	0.010633
-150.000000	5.000000	-0.213833	0.005645
-140.000000	5.000000	-0.188798	0.005277
-130.000000	5.000000	-0.278459	0.007595
-120.000000	5.000000	-0.296704	0.007004
-110.000000	5.000000	-0.328171	0.009207
-100.000000	5.000000	-0.290328	0.006750
-90.000000	5.000000	-0.267455	0.006008
-80.000000	5.000000	-0.226852	0.005596
-70.000000	5.000000	-0.154822	0.010716
-60.000000	5.000000	-0.081361	0.010877
-50.000000	5.000000	-0.085606	0.007724
-40.000000	5.000000	-0.070005	0.009502
-30.000000	5.000000	-0.077499	0.010682
-20.000000	5.000000	-0.157418	0.008208
-10.000000	5.000000	-0.156145	0.005803
0.000000	5.000000	-0.126246	0.010342
10.000000	5.000000	-0.066443	0.010915
20.000000	5.000000	0.013296	0.012533
30.000000	5.000000	-0.037379	0.010908
40.000000	5.000000	-0.102014	0.008272
50.000000	5.000000	-0.138368	0.007765
60.000000	5.000000	-0.157715	0.012158
70.000000	5.000000	-0.131080	0.008770
80.000000	5.000000	-0.212659	0.011632
90.000000	5.000000	-0.280549	0.010757
100.000000	5.000000	-0.293090	0.009248
110.000000	5.000000	-0.315308	0.008170
120.000000	5.000000	-0.374663	0.007548
130.000000	5.000000	-0.352857	0.009669
140.000000	5.000000	-0.401935	0.005675
150.000000	5.000000	-0.424837	0.006914
160.000000	5.000000	-0.358241	0.007753
170.000000	5.000000	-0.342338	0.008615
180.000000	5.000000	-0.288354	0.007938
190.000000	5.000000	-0.277480	0.007950
200.000000	5.000000	-0.225093	0.006167
