# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.288128	0.009607
-190.000000	5.000000	-0.227266	0.010841
-180.000000	5.000000	-0.218290	0.011549
-170.000000	5.000000	-0.187193	0.010228
-160.000000	5.000000	-0.160766	0.011169
-150.000000	5.000000	-0.122368	0.013226
-140.000000	5.000000	-0.122565	0.013750
-130.000000	5.000000	0.013490	0.014851
-120.000000	5.000000	-0.020903	0.011470
-110.000000	5.000000	0.065076	0.013299
-100.000000	5.000000	0.131349	0.010688
-90.000000	5.000000	0.155471	0.013246
-80.000000	5.000000	0.202461	0.011957
-70.000000	5.000000	0.195210	0.013416
-60.000000	5.000000	0.260127	0.014087
-50.000000	5.000000	0.227127	0.016842
-40.000000	5.000000	0.183968	0.013688
-30.000000	5.000000	0.126660	0.013249
-20.000000	5.000000	0.074139	0.014223
-10.000000	5.000000	0.024943	0.016129
0.000000	5.000000	-0.019361	0.015060
10.000000	5.000000	-0.010230	0.012255
20.000000	5.000000	-0.120126	0.009626
30.000000	5.000000	-0.142512	0.010933
40.000000	5.000000	-0.119350	0.015531
50.000000	5.000000	-0.024323	0.013074
60.000000	5.000000	0.021933	0.012022
70.000000	5.000000	-0.034318	0.011878
80.000000	5.000000	-0.134329	0.011797
90.000000	5.000000	-0.113086	0.008973
100.000000	5.000000	-0.186367	0.012338
110.000000	5.000000	-0.172428	0.013127
120.000000	5.000000	-0.099541	0.011125
130.000000	5.000000	-0.089598	0.007835
140.000000	5.000000	-0.108745	0.010882
150.000000	5.000000	-0.170855	0.012017
160.000000	5.000000	-0.111441	0.010892
170.000000	5.000000	-0.020689	0.009168
180.000000	5.000000	0.082203	0.011576
190.000000	5.000000	0.090553	0.014213
200.000000	5.000000	0.114158	0.013468
