# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.079234	0.009774
-190.000000	5.000000	0.134509	0.007994
-180.000000	5.000000	0.131030	0.010114
-170.000000	5.000000	0.079313	0.008994
-160.000000	5.000000	0.080524	0.008827
-150.000000	5.000000	0.120367	0.008065
-140.000000	5.000000	0.091534	0.006302
-130.000000	5.000000	0.011756	0.010162
-120.000000	5.000000	0.026769	0.011182
-110.000000	5.000000	0.074406	0.012270
-100.000000	5.000000	0.152831	0.010658
-90.000000	5.000000	0.101934	0.015197
-80.000000	5.000000	0.155215	0.009225
-70.000000	5.000000	0.150780	0.008979
-60.000000	5.000000	0.211241	0.012775
-50.000000	5.000000	0.153103	0.011996
-40.000000	5.000000	0.249760	0.010377
-30.000000	5.000000	0.325784	0.016104
-20.000000	5.000000	0.390761	0.010430
-10.000000	5.000000	0.451479	0.011342
0.000000	5.000000	0.420523	0.016352
10.000000	5.000000	0.369778	0.015148
20.000000	5.000000	0.372561	0.014124
30.000000	5.000000	0.336999	0.011574
40.000000	5.000000	0.473817	0.017602
50.000000	5.000000	0.535928	0.015297
60.000000	5.000000	0.472157	0.021051
70.000000	5.000000	0.427601	0.018309
80.000000	5.000000	0.351859	0.018729
90.000000	5.000000	0.334971	0.014561
100.000000	5.000000	0.402404	0.016329
110.000000	5.000000	0.577129	0.022604
120.000000	5.000000	0.562843	0.019609
130.000000	5.000000	0.606035	0.028272
140.000000	5.000000	0.596437	0.020787
150.000000	5.000000	0.422729	0.023559
160.000000	5.000000	0.322649	0.014049
170.000000	5.000000	0.290593	0.014586
180.000000	5.000000	0.341121	0.017561
190.000000	5.000000	0.294990	0.016723
200.000000	5.000000	0.290392	0.016549
