# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.000983	0.012546
-190.000000	5.000000	-0.015918	0.013028
-180.000000	5.000000	-0.015798	0.007622
-170.000000	5.000000	-0.036700	0.014786
-160.000000	5.000000	-0.063733	0.014209
-150.000000	5.000000	0.001355	0.012687
-140.000000	5.000000	-0.063882	0.016155
-130.000000	5.000000	-0.122741	0.012817
-120.000000	5.000000	-0.123471	0.014590
-110.000000	5.000000	-0.146172	0.013737
-100.000000	5.000000	-0.230093	0.014824
-90.000000	5.000000	-0.189814	0.012377
-80.000000	5.000000	-0.164114	0.014017
-70.000000	5.000000	-0.162834	0.012101
-60.000000	5.000000	-0.205406	0.009128
-50.000000	5.000000	-0.222758	0.012417
-40.000000	5.000000	-0.134901	0.013018
-30.000000	5.000000	-0.047369	0.008357
-20.000000	5.000000	-0.016226	0.012356
-10.000000	5.000000	0.129337	0.016709
0.000000	5.000000	0.074262	0.014410
10.000000	5.000000	-0.043031	0.012726
20.000000	5.000000	-0.213333	0.009653
30.000000	5.000000	-0.220838	0.010166
40.000000	5.000000	-0.198374	0.010817
50.000000	5.000000	-0.191448	0.014055
60.000000	5.000000	-0.243670	0.014250
70.000000	5.000000	-0.177933	0.013399
80.000000	5.000000	-0.069435	0.015795
90.000000	5.000000	-0.077965	0.011542
100.000000	5.000000	-0.083177	0.016662
110.000000	5.000000	-0.059194	0.015159
120.000000	5.000000	0.010256	0.014013
130.000000	5.000000	0.059339	0.012315
140.000000	5.000000	0.053113	0.015067
150.000000	5.000000	0.080176	0.021197
160.000000	5.000000	-0.002278	0.013678
170.000000	5.000000	-0.058149	0.016085
180.000000	5.000000	-0.146737	0.009962
190.000000	5.000000	-0.080320	0.020372
200.000000	5.000000	-0.165914	0.014402
