# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.251221	0.009634
-190.000000	5.000000	-0.131895	0.009392
-180.000000	5.000000	-0.033473	0.008753
-170.000000	5.000000	-0.039964	0.010358
-160.000000	5.000000	-0.118451	0.006915
-150.000000	5.000000	-0.146850	0.008525
-140.000000	5.000000	-0.213563	0.011803
-130.000000	5.000000	-0.247394	0.006645
-120.000000	5.000000	-0.188831	0.009173
-110.000000	5.000000	-0.156610	0.006520
-100.000000	5.000000	-0.121460	0.010512
-90.000000	5.000000	-0.063534	0.009074
-80.000000	5.000000	-0.027737	0.008464
-70.000000	5.000000	-0.004911	0.006711
-60.000000	5.000000	0.089617	0.009180
-50.000000	5.000000	0.027197	0.006468
-40.000000	5.000000	-0.021619	0.007630
-30.000000	5.000000	-0.105078	0.009658
-20.000000	5.000000	-0.056843	0.007917
-10.000000	5.000000	-0.070926	0.005954
0.000000	5.000000	-0.134261	0.013332
10.000000	5.000000	-0.116090	0.016165
20.000000	5.000000	-0.194799	0.009770
30.000000	5.000000	-0.161838	0.009576
40.000000	5.000000	-0.077601	0.014217
50.000000	5.000000	-0.039992	0.008408
60.000000	5.000000	0.081356	0.009932
70.000000	5.000000	0.080209	0.007214
80.000000	5.000000	0.044056	0.012925
90.000000	5.000000	0.022144	0.011452
100.000000	5.000000	0.059015	0.012368
110.000000	5.000000	0.019280	0.014840
120.000000	5.000000	0.115637	0.011588
130.000000	5.000000	0.177146	0.012344
140.000000	5.000000	0.237795	0.013474
150.000000	5.000000	0.312220	0.013899
160.000000	5.000000	0.337757	0.012672
170.000000	5.000000	0.356629	0.014674
180.000000	5.000000	0.302176	0.013315
190.000000	5.000000	0.333815	0.012930
200.000000	5.000000	0.184815	0.010312
