# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.101609	0.004055
-190.000000	5.000000	-0.042808	0.005582
-180.000000	5.000000	0.016849	0.006336
-170.000000	5.000000	-0.015404	0.006064
-160.000000	5.000000	0.025971	0.008682
-150.000000	5.000000	-0.020496	0.009802
-140.000000	5.000000	0.029644	0.006979
-130.000000	5.000000	0.008247	0.007020
-120.000000	5.000000	0.050831	0.007047
-110.000000	5.000000	-0.021464	0.007019
-100.000000	5.000000	-0.034363	0.007175
-90.000000	5.000000	-0.006156	0.005046
-80.000000	5.000000	0.067207	0.005244
-70.000000	5.000000	-0.003689	0.007720
-60.000000	5.000000	-0.030452	0.006560
-50.000000	5.000000	-0.061374	0.006085
-40.000000	5.000000	-0.005670	0.006716
-30.000000	5.000000	0.007082	0.009035
-20.000000	5.000000	0.040537	0.006700
-10.000000	5.000000	0.001585	0.009125
0.000000	5.000000	0.035956	0.009810
10.000000	5.000000	0.000937	0.007021
20.000000	5.000000	0.077454	0.008270
30.000000	5.000000	0.044370	0.007325
40.000000	5.000000	0.028681	0.007075
50.000000	5.000000	-0.011726	0.007473
60.000000	5.000000	0.015565	0.005862
70.000000	5.000000	0.037385	0.008077
80.000000	5.000000	0.015167	0.004306
90.000000	5.000000	0.010638	0.007682
100.000000	5.000000	0.078760	0.005990
110.000000	5.000000	0.047893	0.006218
120.000000	5.000000	-0.035705	0.005352
130.000000	5.000000	-0.081252	0.005545
140.000000	5.000000	-0.107179	0.005187
150.000000	5.000000	-0.152329	0.006072
160.000000	5.000000	-0.170637	0.005723
170.000000	5.000000	-0.167657	0.005758
180.000000	5.000000	-0.175512	0.005532
190.000000	5.000000	-0.198396	0.006223
200.000000	5.000000	-0.190478	0.006141
