# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.119799	0.010387
-190.000000	5.000000	0.043451	0.010020
-180.000000	5.000000	0.091212	0.007344
-170.000000	5.000000	0.133780	0.007587
-160.000000	5.000000	0.111484	0.008374
-150.000000	5.000000	0.120851	0.012493
-140.000000	5.000000	0.136697	0.010490
-130.000000	5.000000	0.095253	0.009738
-120.000000	5.000000	0.058912	0.013344
-110.000000	5.000000	0.137057	0.012415
-100.000000	5.000000	0.107489	0.012275
-90.000000	5.000000	0.137143	0.011172
-80.000000	5.000000	0.125551	0.014486
-70.000000	5.000000	0.060414	0.011455
-60.000000	5.000000	0.115803	0.010503
-50.000000	5.000000	0.156861	0.015056
-40.000000	5.000000	-0.012624	0.011837
-30.000000	5.000000	-0.070932	0.004416
-20.000000	5.000000	-0.015387	0.008278
-10.000000	5.000000	0.083402	0.009013
0.000000	5.000000	0.102735	0.009473
10.000000	5.000000	0.025300	0.009391
20.000000	5.000000	0.064309	0.010631
30.000000	5.000000	0.177465	0.014458
40.000000	5.000000	0.135751	0.012930
50.000000	5.000000	0.047525	0.005525
60.000000	5.000000	0.029952	0.007458
70.000000	5.000000	0.054367	0.006695
80.000000	5.000000	0.005540	0.009370
90.000000	5.000000	0.048600	0.009334
100.000000	5.000000	0.077101	0.013470
110.000000	5.000000	0.191225	0.013528
120.000000	5.000000	0.298623	0.020694
130.000000	5.000000	0.213482	0.020834
140.000000	5.000000	0.254077	0.021412
150.000000	5.000000	0.382123	0.028119
160.000000	5.000000	0.129688	0.016858
170.000000	5.000000	0.006875	0.009093
180.000000	5.000000	0.098241	0.017120
190.000000	5.000000	0.206859	0.021826
200.000000	5.000000	0.170557	0.019128
