# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.178991	0.010871
-190.000000	5.000000	0.221626	0.010809
-180.000000	5.000000	0.339858	0.009310
-170.000000	5.000000	0.283477	0.012647
-160.000000	5.000000	0.357875	0.012282
-150.000000	5.000000	0.368788	0.012203
-140.000000	5.000000	0.466591	0.023166
-130.000000	5.000000	0.472550	0.018969
-120.000000	5.000000	0.398885	0.015643
-110.000000	5.000000	0.371642	0.021253
-100.000000	5.000000	0.331286	0.024008
-90.000000	5.000000	0.463760	0.017688
-80.000000	5.000000	0.471366	0.013651
-70.000000	5.000000	0.360885	0.009090
-60.000000	5.000000	0.371666	0.011133
-50.000000	5.000000	0.388794	0.017754
-40.000000	5.000000	0.390913	0.010802
-30.000000	5.000000	0.453334	0.019812
-20.000000	5.000000	0.726959	0.022073
-10.000000	5.000000	0.795962	0.012645
0.000000	5.000000	0.640337	0.014439
10.000000	5.000000	0.538841	0.011714
20.000000	5.000000	0.531914	0.015557
30.000000	5.000000	0.581991	0.018731
40.000000	5.000000	0.684928	0.028344
50.000000	5.000000	0.660289	0.027679
60.000000	5.000000	0.693976	0.029483
70.000000	5.000000	0.694845	0.024202
80.000000	5.000000	0.633904	0.018344
90.000000	5.000000	0.563833	0.020301
100.000000	5.000000	0.836821	0.026664
110.000000	5.000000	0.574213	0.020159
120.000000	5.000000	0.629159	0.029011
130.000000	5.000000	0.558358	0.021428
140.000000	5.000000	0.508791	0.024605
150.000000	5.000000	0.565156	0.028994
160.000000	5.000000	0.508314	0.017931
170.000000	5.000000	0.533193	0.024384
180.000000	5.000000	0.604934	0.027540
190.000000	5.000000	0.392993	0.024485
200.000000	5.000000	0.405878	0.020271
