# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	0.056247	0.010579
-190.000000	5.000000	0.123913	0.014956
-180.000000	5.000000	0.109666	0.011784
-170.000000	5.000000	0.119805	0.011385
-160.000000	5.000000	0.083980	0.010373
-150.000000	5.000000	0.045378	0.013374
-140.000000	5.000000	0.068492	0.008586
-130.000000	5.000000	0.056246	0.012635
-120.000000	5.000000	0.041414	0.008405
-110.000000	5.000000	0.025555	0.009082
-100.000000	5.000000	0.007619	0.009934
-90.000000	5.000000	-0.054247	0.007220
-80.000000	5.000000	-0.024220	0.006873
-70.000000	5.000000	-0.064450	0.007035
-60.000000	5.000000	-0.100613	0.008941
-50.000000	5.000000	-0.117353	0.007767
-40.000000	5.000000	-0.113343	0.006213
-30.000000	5.000000	-0.104202	0.007160
-20.000000	5.000000	-0.080267	0.008861
-10.000000	5.000000	-0.129270	0.010302
0.000000	5.000000	-0.115201	0.007033
10.000000	5.000000	-0.092774	0.007152
20.000000	5.000000	-0.095489	0.007857
30.000000	5.000000	-0.078531	0.008133
40.000000	5.000000	-0.082729	0.007161
50.000000	5.000000	-0.125440	0.007033
60.000000	5.000000	-0.156542	0.007860
70.000000	5.000000	-0.173411	0.009798
80.000000	5.000000	-0.235695	0.007425
90.000000	5.000000	-0.276076	0.008520
100.000000	5.000000	-0.223941	0.008166
110.000000	5.000000	-0.207324	0.007966
120.000000	5.000000	-0.223712	0.006351
130.000000	5.000000	-0.188840	0.011583
140.000000	5.000000	-0.155298	0.010381
150.000000	5.000000	-0.157932	0.008998
160.000000	5.000000	-0.121770	0.011057
170.000000	5.000000	-0.120382	0.009417
180.000000	5.000000	-0.113650	0.009310
190.000000	5.000000	-0.142333	0.008913
200.000000	5.000000	-0.077060	0.010552
