# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.151652	0.010356
-190.000000	5.000000	-0.143805	0.008377
-180.000000	5.000000	-0.113010	0.007551
-170.000000	5.000000	-0.117321	0.010982
-160.000000	5.000000	-0.162906	0.006629
-150.000000	5.000000	-0.111512	0.008518
-140.000000	5.000000	-0.143857	0.006972
-130.000000	5.000000	-0.113205	0.008007
-120.000000	5.000000	-0.108305	0.008602
-110.000000	5.000000	-0.160509	0.008882
-100.000000	5.000000	-0.146185	0.007046
-90.000000	5.000000	-0.183710	0.006328
-80.000000	5.000000	-0.195716	0.007007
-70.000000	5.000000	-0.210697	0.007235
-60.000000	5.000000	-0.184004	0.004387
-50.000000	5.000000	-0.249103	0.005752
-40.000000	5.000000	-0.265845	0.008034
-30.000000	5.000000	-0.254277	0.008785
-20.000000	5.000000	-0.332494	0.006335
-10.000000	5.000000	-0.336071	0.009459
0.000000	5.000000	-0.364629	0.007830
10.000000	5.000000	-0.384087	0.007446
20.000000	5.000000	-0.315293	0.008446
30.000000	5.000000	-0.333810	0.008984
40.000000	5.000000	-0.374810	0.008029
50.000000	5.000000	-0.350670	0.006753
60.000000	5.000000	-0.274483	0.009766
70.000000	5.000000	-0.174508	0.015344
80.000000	5.000000	-0.265085	0.007485
90.000000	5.000000	-0.380583	0.012037
100.000000	5.000000	-0.267870	0.009116
110.000000	5.000000	-0.116566	0.010770
120.000000	5.000000	-0.086859	0.011320
130.000000	5.000000	-0.198317	0.013896
140.000000	5.000000	-0.214129	0.014407
150.000000	5.000000	-0.062021	0.015269
160.000000	5.000000	-0.067114	0.016026
170.000000	5.000000	-0.155773	0.015629
180.000000	5.000000	-0.168545	0.013882
190.000000	5.000000	-0.107530	0.018783
200.000000	5.000000	-0.092368	0.019490
