# Delay [days]	Delay uncertainty [days]	zDCF 	zDCF uncertainty
-200.000000	5.000000	-0.418614	0.006506
-190.000000	5.000000	-0.373802	0.005467
-180.000000	5.000000	-0.403248	0.008389
-170.000000	5.000000	-0.453698	0.009390
-160.000000	5.000000	-0.430295	0.008770
-150.000000	5.000000	-0.382357	0.008836
-140.000000	5.000000	-0.269524	0.008403
-130.000000	5.000000	-0.292186	0.011073
-120.000000	5.000000	-0.178446	0.008084
-110.000000	5.000000	-0.114087	0.016158
-100.000000	5.000000	-0.147743	0.010549
-90.000000	5.000000	-0.102611	0.008092
-80.000000	5.000000	-0.102338	0.010121
-70.000000	5.000000	-0.114904	0.008870
-60.000000	5.000000	-0.163988	0.007908
-50.000000	5.000000	-0.182449	0.008498
-40.000000	5.000000	-0.146901	0.009309
-30.000000	5.000000	-0.099480	0.010066
-20.000000	5.000000	-0.026768	0.012664
-10.000000	5.000000	-0.074840	0.011977
0.000000	5.000000	-0.078733	0.010096
10.000000	5.000000	-0.094733	0.010332
20.000000	5.000000	-0.065004	0.010955
30.000000	5.000000	0.068264	0.009820
40.000000	5.000000	0.094611	0.013731
50.000000	5.000000	0.092202	0.011758
60.000000	5.000000	0.056613	0.015029
70.000000	5.000000	-0.067985	0.013102
80.000000	5.000000	-0.029396	0.009195
90.000000	5.000000	-0.129017	0.008988
100.000000	5.000000	-0.136827	0.006121
110.000000	5.000000	-0.087206	0.008867
120.000000	5.000000	-0.085416	0.008110
130.000000	5.000000	-0.094608	0.007835
140.000000	5.000000	-0.152143	0.010242
150.000000	5.000000	-0.048037	0.009942
160.000000	5.000000	-0.021117	0.013102
170.000000	5.000000	0.070556	0.015222
180.000000	5.000000	0.061498	0.012519
190.000000	5.000000	0.057109	0.009906
200.000000	5.000000	0.002960	0.014082
